,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,52.28,153.28,151.8,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,0.75
672,33.92145304,97.6904405,93.15882346,2,10,9,26.67855467,29.24,26.68,0.3584806876,0.09747463574,1.13E-01,4,2,2,-2,8,7,98,7,,,,,0.65,,95.16110351,21,38.28,95.16110351,2,-19,0.7
678,35.19982492,97.7101383,93.24746259,2,10,9,35.286064,28.32,22.36,0.3542371835,0.08833642871,9.52E-02,5,2,2,-3,8,7,98,7,,,,,0.65,,95.19023485,21,38.16,95.19023485,2,-19,0.7
684,36.43309429,97.74246965,93.36996098,2,10,9,40.24,43.84,33.88,0.3668730649,0.05406421221,7.37E-02,5,2,2,-3,8,7,98,7,,,,,0.65,,95.20238087,21,34.04,95.20238087,2,-19,0.7
690,37.6058921,97.78620194,93.49846944,2,10,9,41.56,73.24,54.92,0.4692100566,0.07579831704,9.38E-02,5,4,3,-3,6,6,98,7,,,,,0.65,,95.21532902,21,25.96,95.21532902,2,-19,0.7
696,38.57689982,97.82373648,93.63142726,2,10,9,39.4,105.28,87,0.6454519373,0.1038332356,1.37E-01,5,5,4,-3,5,5,98,7,,,,,0.65,,95.23039323,21,22.92,95.23039323,2,-19,0.7
702,38.91070786,97.86618255,93.79090524,2,10,9,28.6,134.84,123.04,0.6055525774,0.251752016,2.12E-01,4,6,6,-2,4,3,98,7,,,,,0.65,,95.29576854,21,31.96,95.29576854,2,-19,0.7
708,39.43187038,97.91883924,93.93628997,2,10,9,24.84,148.92,144.84,0.4252291384,0.2614443346,3.54E-01,3,7,7,-1,3,2,98,7,,,,,0.65,,95.40199499,21,60.52,95.40199499,3,-18,0.7
714,40.50072939,97.95536406,93.99263638,2,10,9,26.36,150.04,149.6,0.4158677221,0.294936913,3.88E-01,3,7,7,-1,3,2,98,7,,,,,0.65,,95.52538142,21,96.56,95.52538142,5,-16,0.7
720,40.9387172,97.99028566,94.08990944,2,9,9,29.89,151.44,150.32,0.4642386966,0.4513964687,4.84E-01,4,7,7,-2,2,2,98,7,,,,,0.65,,95.63174593,21,125.48,95.63174593,6,-15,0.7
726,39.81030248,98.01799186,94.11698707,2,9,9,40.8,143.56,147.64,0.4477399253,0.4526703541,4.50E-01,5,7,7,-3,2,2,98,7,,,,,0.65,,95.73315657,21,145.4,95.73315657,7,-14,0.7
732,39.53351973,98.01928571,94.13057664,2,9,9,49.16,107.92,115.84,0.4844628493,0.4399990514,5.08E-01,6,5,6,-4,4,3,98,7,,,,,0.65,,95.83605876,21,149.8,95.83605876,7,-14,0.7
738,39.65349693,98.02433732,94.12957706,2,9,9,46.56,69.2,79.52,0.7232958343,0.3746771787,4.23E-01,6,4,4,-4,5,5,98,7,,,,,0.65,,95.9312998,21,150.44,95.9312998,7,-14,0.7
744,39.82277758,98.02361682,94.13128853,2,9,9,44.28,33.8,39.88,0.5797562469,0.3056980312,3.34E-01,5,2,2,-3,7,7,98,7,,,,,0.65,,96.01052529,21,143.68,96.01052529,7,-14,0.7
750,39.91399322,98.02173794,94.1276793,2,9,9,40.79,2.8,11.44,0.8642796472,0.1921750653,2.17E-01,5,1,1,-3,8,8,98,7,,,,,0.65,,96.02806978,21,114.92,96.02806978,6,-15,0.7
756,39.64023513,98.02097183,94.11675181,2,9,9,35.52,0,0,0.8219178806,0.05676809644,1.20E-01,4,0,0,-2,9,9,98,7,,,,,0.65,,96.02701337,21,78.8,96.02701337,4,-17,0.7
762,39.72272276,98.01910397,94.13106818,2,9,9,27.48,0,0,0.7578237263,0.01074525859,5.30E-02,3,0,0,-1,9,9,98,7,,,,,0.65,,96.02968516,21,43,96.02968516,2,-19,0.7
768,39.73270721,98.02796599,94.20832669,2,9,9,19.52,5.12,0.76,0.7578237263,0.0044947958,6.61E-03,3,1,1,-1,8,8,98,7,,,,,0.65,,96.02435921,21,7.12,96.02435921,1,-20,0.7
774,39.74197204,98.05203276,94.30783351,2,9,9,11.96,38.48,26.48,0.3488251943,0.01023224595,4.82E-03,2,2,2,0,7,7,98,7,,,,,0.65,,96.02322419,21,0,96.02322419,0,-21,0.7
780,39.7056204,98.08530238,94.40955776,2,9,9,2.76,73.28,56.52,0.3487866346,0.04453444962,4.65E-02,1,4,3,1,5,6,98,7,,,,,0.65,,96.02938247,21,0,96.02938247,0,-21,0.7
786,39.71510427,98.11861042,94.52271832,2,8,9,0.04,110.72,90.23880494,0.3487866346,0.05786502245,9.35E-02,1,5,5,1,3,4,98,7,,,,,0.65,,96.0282962,21,1.44,96.0282962,1,-20,0.7
792,39.71880128,98.1467588,94.64454726,2,8,9,0,142.8786241,131.16,0.07301868425,0.3056296656,1.85E-01,0,7,6,2,1,3,98,7,,,,,0.65,,96.08615869,21,25.52,96.08615869,2,-19,0.7
798,39.72718375,98.18510749,94.74799979,2,8,9,0,150.68,149.48,0.05117364527,0.4271300118,3.31E-01,0,7,7,2,1,2,98,7,,,,,0.65,,96.17023308,21,63.52,96.17023308,3,-18,0.7
804,40.23670784,98.21581659,94.82867284,2,8,9,7.68,150.28,150.16,0.02064638857,0.4776120775,4.19E-01,1,7,7,1,1,2,98,7,,,,,0.65,,96.25034174,21,99.48,96.25034174,5,-16,0.7
810,40.17748231,98.2408152,94.88552204,2,8,9,20.91,146.8354219,149.3219106,0.1478744142,0.5328929078,4.66E-01,3,7,7,-1,1,2,98,7,,,,,0.65,,96.32800943,21,134.8,96.32800943,7,-14,0.7
816,39.5127243,98.25747824,94.92523822,2,8,9,33.6,132.7213441,137.4,0.1569372588,0.4485904936,4.52E-01,4,6,7,-2,2,2,98,7,,,,,0.65,,96.39940358,21,151,96.39940358,7,-14,0.7
822,40.07276587,98.27078499,94.98125325,2,8,9,47.88,117.88,117.04,0.307182358,0.4987395675,4.53E-01,6,6,6,-4,2,3,98,7,,,,,0.65,,96.4733098,21,150.56,96.4733098,7,-14,0.7
828,40.0709015,98.29215599,95.02678281,2,8,9,50.72,101,96.16,0.6609045398,0.4332363346,3.99E-01,6,5,5,-4,3,4,98,7,,,,,0.65,,96.53609919,21,147.88,96.53609919,7,-14,0.7
834,39.59214485,98.30654183,95.06390641,2,8,9,44.6,86.56269825,77.96,0.8109771988,0.3473361535,3.62E-01,5,4,4,-3,4,5,98,7,,,,,0.65,,96.579089,21,133.44,96.579089,7,-14,0.7
840,39.29341105,98.31869416,95.09446995,2,8,9,34.32,82.16,72.52,0.9094107746,0.3013250345,2.84E-01,4,4,4,-2,4,5,98,7,,,,,0.65,,96.61336594,21,114.56,96.61336594,6,-15,0.7
846,38.91602091,98.32822384,95.11225448,2,8,9,27.44,76.24,69.84,0.8285987193,0.2643065631,2.22E-01,4,4,4,-2,4,5,98,7,,,,,0.65,,96.64196004,21,95.56,96.64196004,5,-16,0.7
852,38.2721468,98.33314197,95.1292486,2,8,9,23.36,64.64,61.2,0.4520514297,0.2588269087,2.06E-01,3,3,3,-1,5,6,98,7,,,,,0.65,,96.67441147,21,78.68,96.67441147,4,-17,0.7
858,37.98624114,98.33994371,95.13242163,2,8,9,23.56,45.96,45.76,0.3448767385,0.2120422945,1.96E-01,3,2,3,-1,6,6,98,7,,,,,0.65,,96.70113676,21,71.95,96.70113676,4,-17,0.7
864,37.69145505,98.33842833,95.13346647,1,8,9,24.52,26.24,28.2,0.9933913441,0.179094667,1.68E-01,3,2,2,-2,6,7,98,7,,,,,0.65,,96.72103374,21,67.24,96.72103374,4,-17,0.7
870,37.39970485,98.3376982,95.12763425,1,8,9,26.44,12.07988161,15.96,0.9933913441,0.1380670093,1.13E-01,4,1,1,-3,7,8,98,7,,,,,0.65,,96.73861772,21,58.48,96.73861772,3,-18,0.7
876,37.16206075,98.33611104,95.1230073,1,8,9,26.6,3.48,5.36,0.9932144539,0.101995242,6.64E-02,4,1,1,-3,7,8,98,7,,,,,0.65,,96.74163642,21,43.72,96.74163642,2,-19,0.7
882,37.66440972,98.33562069,95.12977075,1,8,9,26.84,0.08,0.52,0.9932144539,0.04920723339,4.46E-02,4,1,1,-3,7,8,98,7,,,,,0.65,,96.74508581,21,27.2,96.74508581,2,-19,0.7
888,37.96467363,98.33999958,95.13207653,1,7,9,24.44,0,0,0.4931650533,0.01540270904,1.15E-02,3,0,0,-2,7,9,98,7,,,,,0.65,,96.73970392,21,12.2,96.73970392,1,-20,0.7
894,37.98725373,98.33829663,95.13682213,1,7,9,19.2,0,0,0.7557140822,0.01293337962,7.25E-03,3,0,0,-2,7,9,98,7,,,,,0.65,,96.74171165,21,3.44,96.74171165,1,-20,0.7
900,37.98885464,98.34580934,95.20080896,2,7,9,14.08,14.56,2.44,0.5116233877,0.01204799768,4.06E-03,2,1,1,0,6,8,98,7,,,,,0.65,,96.74591512,21,0.28,96.74591512,1,-20,0.7
906,37.99045335,98.24938342,95.27158715,2,7,9,9.04,47.04,34.44,0.3230763856,0.0135258907,1.53E-02,2,3,2,0,4,7,98,7,,,,,0.65,,96.74283324,21,0,96.74283324,0,-21,0.7
912,37.98409157,98.19809048,95.32590274,2,7,9,0.12,75.68,69.52,0.3073621347,0.1120528114,3.31E-02,1,4,4,1,3,5,98,7,,,,,0.65,,96.74646515,21,0,96.74646515,0,-21,0.7
918,37.98569685,98.20033112,95.35243746,2,7,9,0,93.76,90.44,0.004744074355,0.2923529176,1.92E-01,0,5,5,2,2,4,98,7,,,,,0.65,,96.75391793,21,9.76,96.75391793,1,-20,0.7
924,37.98729832,98.20656384,95.35942069,2,7,9,0,92.2,98.84,0.005844397096,0.4139209602,2.36E-01,0,5,5,2,2,4,98,7,,,,,0.65,,96.80688867,21,42.16,96.80688867,2,-19,0.7
930,37.98889758,98.20633954,95.35426626,2,7,9,0,61.64,75.48,0.003080193853,0.4561435853,2.68E-01,0,3,4,2,4,5,98,7,,,,,0.65,,96.85920665,21,73.84,96.85920665,4,-17,0.7
936,38.35249401,98.20536008,95.35015651,2,7,9,9.559450667,31.56,39.08,0.003634129406,0.3608257618,2.44E-01,2,2,2,0,5,7,98,7,,,,,0.65,,96.88379538,21,91.36,96.88379538,5,-16,0.7
942,38.49632528,98.2044336,95.3562478,2,7,9,21.505456,15,17.84,0.1205790847,0.2373530729,1.83E-01,3,1,1,-1,6,8,98,7,,,,,0.65,,96.90249762,21,97.48,96.90249762,5,-16,0.7
948,38.36614064,98.20878009,95.35828087,2,6,9,27.451696,2.08,3.68,0.4832200569,0.06766987921,8.39E-02,4,1,1,-2,5,8,98,7,,,,,0.65,,96.90221472,21,65.16,96.90221472,3,-18,0.7
954,38.35848714,98.20693185,95.35904733,2,6,9,33.30482667,0,0,0.4832200569,0.03715451193,4.35E-02,4,0,0,-2,6,9,98,7,,,,,0.65,,96.90368836,21,32.76,96.90368836,2,-19,0.7
960,38.72968057,98.20665349,95.35406241,2,6,9,28.64,0,0,0.420315992,0.01843673251,9.55E-03,4,0,0,-2,6,9,98,7,,,,,0.65,,96.90692362,21,13.88,96.90692362,1,-20,0.7
966,38.7810963,98.20554487,95.35784245,2,6,9,18.48,0,0,0.5557411563,0.002237631967,5.01E-03,3,0,0,-1,6,9,98,7,,,,,0.65,,96.9051269,21,3.16,96.9051269,1,-20,0.7
972,38.76651457,98.20448996,95.35317674,2,6,9,9.6,0,0,0.5096521493,0.002931950109,3.09E-03,2,0,0,0,6,9,98,7,,,,,0.65,,96.90785691,21,0,96.90785691,0,-21,0.7
978,38.75954815,98.20870205,95.35814302,2,6,9,4.16,0,0,0.3213613289,0.002299544978,2.73E-03,1,0,0,1,6,9,98,7,,,,,0.65,,96.90382754,21,0,96.90382754,0,-21,0.7
984,38.7616619,98.20688474,95.35888705,1,6,9,0.08,0,0,0.04510879707,0.002698039785,2.48E-03,1,0,0,0,6,9,98,7,,,,,0.65,,96.90220557,21,0,96.90220557,0,-21,0.7
990,38.763775,98.20658616,95.35412226,1,6,9,0,0,0,0.04510879707,0.00244077763,2.00E-03,0,0,0,1,6,9,98,7,,,,,0.65,,96.90475449,21,0,96.90475449,0,-21,0.7
996,38.76588535,98.20551389,95.36048716,1,6,9,0,0.04,0,0.02745101331,0.001627553269,2.04E-03,0,1,0,1,5,9,98,7,,,,,0.65,,96.90338854,21,0,96.90338854,0,-21,0.7
1002,38.75744421,98.20580704,95.36483516,1,6,9,0,2.12,1.52,0.001011911111,0.004992668047,1.69E-03,0,1,1,1,5,8,98,7,,,,,0.65,,96.90594903,21,0,96.90594903,0,-21,0.7
1008,38.75945449,98.21367402,95.37354649,1,6,9,0,6.96,5.8,0.001153951101,0.005930695412,7.03E-03,0,1,1,1,5,8,98,7,,,,,0.65,,96.90153957,21,0,96.90153957,0,-21,0.7
1014,38.76146229,98.2138171,95.37732691,1,5,9,0,9.6,7.4,0.002413704308,0.009995747527,7.82E-03,0,1,1,1,4,8,98,7,,,,,0.65,,96.90346556,21,0,96.90346556,0,-21,0.7
1020,38.7634736,98.21632332,95.38868187,1,5,9,0,13.84,9.32,0.002864459989,0.03792605844,2.46E-02,0,1,1,1,4,8,98,7,,,,,0.65,,96.90742162,21,1.56,96.90742162,1,-20,0.7
1026,38.76547843,98.22484952,95.4363657,1,5,9,0,25.68,17.96,0.002637938964,0.06552257969,3.59E-02,0,2,1,1,3,8,98,7,,,,,0.65,,96.9125114,21,5.44,96.9125114,1,-20,0.7
1032,38.86531889,98.23853343,95.48879992,1,5,9,1.64,41.8,34.72,0.001293937778,0.1444452984,4.29E-02,1,2,2,0,3,7,98,7,,,,,0.65,,96.91855887,21,7.64,96.91855887,1,-20,0.7
1038,39.19827568,98.22113294,95.55521758,1,5,9,5.76,71.84,60.76,0.04114624367,0.2745537064,1.02E-01,1,4,3,0,1,6,98,7,,,,,0.65,,96.91888644,21,11.48,96.91888644,1,-20,0.7
1044,39.45106557,97.93151739,95.60471607,1,5,9,8.6,100.36,91.52,0.04114624367,0.3573773607,1.33E-01,1,5,5,0,0,4,98,7,,,,,0.65,,96.93225609,21,20.56,96.93225609,1,-20,0.7
1050,39.53951463,97.81090623,95.6722544,1,5,9,9.84,114,115.72,0.05567827333,0.4458034175,1.95E-01,2,5,6,-1,0,3,98,7,,,,,0.65,,96.96338388,21,38.52,96.96338388,2,-19,0.7
1056,39.91609436,97.38480993,95.74919814,1,5,9,15.08,113.32,137.4,0.2225896094,0.498417672,2.75E-01,2,5,7,-1,0,2,98,7,,,,,0.65,,97.00480618,21,62.6,97.00480618,3,-18,0.7
1062,39.84433134,97.17674297,95.80700133,1,5,9,21.36,104.24,148.56,0.3554842162,0.6149414449,4.07E-01,3,5,7,-2,0,2,98,7,,,,,0.65,,97.05032892,21,96.24,97.05032892,5,-16,0.7
1068,39.5781403,97.00673914,95.85925185,1,5,9,24.56,96.36,147.84,0.3554842162,0.5593296112,4.54E-01,3,5,7,-2,0,2,98,7,,,,,0.65,,97.09938721,21,124.44,97.09938721,6,-15,0.7
1074,39.33749393,96.85125862,95.89418159,1,5,9,29.12,81.96,142.8,0.6888816222,0.6872570694,4.67E-01,4,4,7,-3,1,2,98,7,,,,,0.65,,97.14615939,21,140.88,97.14615939,7,-14,0.7
1080,39.10166908,96.73482903,95.90296879,1,5,9,29.4,78.28,132.08,0.9901889336,0.5840192261,4.48E-01,4,4,6,-3,1,3,98,7,,,,,0.65,,97.19193615,21,148.84,97.19193615,7,-14,0.7
1086,38.84896478,96.73986297,95.90837466,1,4,9,28.44,61.32,100.32,0.9901889336,0.6604893709,3.58E-01,4,3,5,-3,1,4,98,7,,,,,0.65,,97.23404417,21,147.84,97.23404417,7,-14,0.7
1092,38.36577916,96.73899444,95.91336064,1,4,9,25.8,43.24,61.28,0.703936315,0.5408215678,3.47E-01,3,2,3,-2,2,6,98,7,,,,,0.65,,97.26814364,21,140.72,97.26814364,7,-14,0.7
1098,38.0960726,96.75510674,95.94208374,1,4,9,24.96,32.4,36.88,0.9955744156,0.3947045178,2.58E-01,3,2,2,-2,2,7,98,7,,,,,0.65,,97.29151266,21,124.48,97.29151266,6,-15,0.7
1104,37.84120359,96.7794709,95.97633095,1,4,9,24.16,37.28,29.88,0.9955744156,0.2902508969,1.74E-01,3,2,2,-2,2,7,98,7,,,,,0.65,,97.29414911,21,92.04,97.29414911,5,-16,0.7
1110,37.58780842,96.64022812,96.02569925,1,4,9,23.6,54.99887689,44.24,0.7166587121,0.2399851241,1.23E-01,3,3,2,-2,1,7,98,7,,,,,0.65,,97.29636429,21,57.08,97.29636429,3,-18,0.7
1116,37.52140698,96.46006211,96.08650641,1,4,9,23.72,79.12,79.2,0.9940702177,0.2373333057,1.39E-01,3,4,4,-2,0,5,98,7,,,,,0.65,,97.30498358,21,36.64,97.30498358,2,-19,0.7
1122,37.56380795,96.31944483,96.12971772,1,4,9,14.28,92,111.52,0.9940702177,0.5505144824,1.94E-01,2,5,5,-1,-1,4,98,7,,,,,0.65,,97.32342992,21,30.76,97.32342992,2,-19,0.7
1128,37.81802968,96.18398958,96.17224454,1,4,9,14.04,88.64,129.16,0.7680725545,0.6708549345,2.51E-01,2,4,6,-1,0,3,98,7,,,,,0.65,,97.35494513,21,56.92,97.35494513,3,-18,0.7
1134,37.70420475,96.03281655,96.21333678,1,4,9,14.32,77.48179854,137.12,0.2109466622,0.6196373545,3.29E-01,2,4,7,-1,0,2,98,7,,,,,0.65,,97.38941851,21,87.32,97.38941851,4,-17,0.7
1140,37.92479745,95.87823723,96.26275161,2,4,9,17.34240667,72.24,139.32,0.2630740985,0.606877378,4.22E-01,2,4,7,0,0,2,98,7,,,,,0.65,,97.42490571,21,114.52,97.42490571,6,-15,0.7
1146,37.82266172,95.57494103,96.30950987,2,4,9,25.97687333,67.56,141.44,0.3727280352,0.5342054772,4.59E-01,3,4,7,-1,0,2,98,7,,,,,0.65,,97.46003667,21,131.44,97.46003667,6,-15,0.7
1152,38.13901507,95.419408,96.34189003,2,4,9,32.82828,66.8,136.92,0.5543572994,0.4876981338,4.30E-01,4,3,7,-2,1,2,98,7,,,,,0.65,,97.49397713,21,139.08,97.49397713,7,-14,0.7
1158,38.23754787,95.3204424,96.36605992,2,3,9,36.10756267,69.6,129.16,0.5850843841,0.7181526975,4.40E-01,5,4,6,-3,-1,3,98,7,,,,,0.65,,97.52724957,21,141.04,97.52724957,7,-14,0.7
1164,38.33713621,95.33625873,96.37099031,2,3,9,39.48,65.08,112.24,0.6152316129,0.7059149131,3.96E-01,5,3,5,-3,0,4,98,7,,,,,0.65,,97.55610518,21,141.28,97.55610518,7,-14,0.7
1170,38.34660667,95.33803697,96.3668796,2,3,9,40.56,53.24,84.24,0.7207192266,0.6551032121,3.70E-01,5,3,4,-3,0,5,98,7,,,,,0.65,,97.58360078,21,135.92,97.58360078,7,-14,0.7
1176,38.43452169,95.34436408,96.37236987,2,3,9,42.44,36.32,51.2,0.6082010954,0.5377101776,2.81E-01,5,2,3,-3,1,6,98,7,,,,,0.65,,97.60654594,21,127.72,97.60654594,6,-15,0.7
1182,38.72614559,95.34247639,96.36932308,2,3,9,42.16,21.72,23.8,0.7889570531,0.2963078127,2.24E-01,5,1,2,-3,2,7,98,7,,,,,0.65,,97.61936242,21,104.8,97.61936242,5,-16,0.7
1188,38.76191,95.34188837,96.37238632,2,3,9,43.64,1.8,5.24,0.790027324,0.2963078127,1.32E-01,5,1,1,-3,2,8,98,7,,,,,0.65,,97.61972104,21,73.2,97.61972104,4,-17,0.7
1194,38.43558461,95.34004412,96.37093209,2,3,9,40.24,0,0.08,0.8116073547,0.08787451933,7.45E-02,5,0,1,-3,3,8,98,7,,,,,0.65,,97.62460545,21,44.88,97.62460545,2,-19,0.7
1200,38.77725847,95.33821162,96.36697468,2,3,9,31.68,0,0,0.7296629173,0.04696948026,1.27E-02,4,0,0,-2,3,9,98,7,,,,,0.65,,97.62413795,21,20.36,97.62413795,1,-20,0.7
1206,38.78695362,95.34535768,96.37539058,2,3,9,23.64,0.8,0.16,0.5694931678,0.004785818924,1.66E-03,3,1,1,-1,2,8,98,7,,,,,0.65,,97.62541475,21,4.76,97.62541475,1,-20,0.7
1212,38.75685687,95.34808604,96.38429504,2,3,9,9.88,3.88,2.56,0.463953783,0.01385652749,2.24E-03,2,1,1,0,2,8,98,7,,,,,0.65,,97.623503,21,0,97.623503,0,-21,0.7
1218,38.74251842,95.35558943,96.41703302,2,3,9,4.88,21.84,12.96,0.1814553696,0.02592467027,1.62E-02,1,1,1,1,2,8,98,7,,,,,0.65,,97.62105929,21,0,97.62105929,0,-21,0.7
1224,38.76528798,95.14167099,96.45341761,1,3,9,0.2,32.16,37.12,0.1820818667,0.04689237191,2.14E-02,1,2,2,0,1,7,98,7,,,,,0.65,,97.62374582,21,0.56,97.62374582,1,-20,0.7
1230,38.76802408,94.84069669,96.4982368,1,3,9,0,41.44,68.16,0.1820818667,0.3084251824,5.31E-02,0,2,4,1,1,5,98,7,,,,,0.65,,97.62529505,21,3.4,97.62529505,1,-20,0.7
1236,38.77075995,94.40736727,96.54548809,1,3,9,0,52.24,106.2,0.00160632,0.2832166606,1.23E-01,0,3,5,1,0,4,98,7,,,,,0.65,,97.63560958,21,14.28,97.63560958,1,-20,0.7
1242,38.97343093,94.09780436,96.58642173,1,3,9,3.64,52.6,134.88,0.001740264701,0.5524660882,2.56E-01,1,3,6,0,0,3,98,7,,,,,0.65,,97.65833873,21,45.36,97.65833873,3,-18,0.7
1248,39.20581903,93.63731187,96.6255359,1,3,9,9.8,47.08,148.28,0.02856510252,0.4411798174,3.72E-01,2,3,7,-1,0,2,98,7,,,,,0.65,,97.68717578,21,79.72,97.68717578,4,-17,0.7
1254,39.01362758,93.3517443,96.65768322,1,3,9,15.88,46.52,148.92,0.2926554398,0.539923325,3.91E-01,2,3,7,-1,0,2,98,7,,,,,0.65,,97.71920292,21,112.16,97.71920292,5,-16,0.7
1260,38.82814576,93.10384881,96.69720853,1,3,9,21.44,45.52,149.48,0.2926554398,0.663577558,4.15E-01,3,3,7,-2,0,2,98,7,,,,,0.65,,97.74560706,21,137.2,97.74560706,7,-14,0.7
1266,38.62503504,92.85241218,96.74007543,1,2,9,26.56,48.08,149.16,0.3651841822,0.9950440393,4.80E-01,3,3,7,-2,-1,2,98,7,,,,,0.65,,97.77522725,21,147.84,97.77522725,7,-14,0.7
1272,38.18995062,92.58512507,96.77384084,1,2,9,28.04,46.04,149.04,0.4441332362,0.6440541336,4.24E-01,4,3,7,-3,-1,2,98,7,,,,,0.65,,97.80191973,21,150,97.80191973,7,-14,0.7
1278,37.99344813,92.42523648,96.78683315,1,2,9,27.24,41.16,147.64,0.872408568,0.7902801644,4.77E-01,4,2,7,-3,0,2,98,7,,,,,0.65,,97.82835781,21,149.84,97.82835781,7,-14,0.7
1284,37.79120213,92.32208805,96.78596123,1,2,9,26.92,34.32,122.8,0.9966331783,0.9367457128,4.29E-01,4,2,6,-3,0,3,98,7,,,,,0.65,,97.85450331,21,150.48,97.85450331,7,-14,0.7
1290,37.59409756,92.31902599,96.78407598,1,2,9,26.08,23.76,90.6,0.800008526,0.7995777881,4.31E-01,3,2,4,-2,0,5,98,7,,,,,0.65,,97.8790753,21,150.92,97.8790753,7,-14,0.7
1296,37.39295583,92.33774305,96.79600549,1,2,9,25.88,14.32,50.96,0.9985749451,0.7219103163,3.11E-01,3,1,3,-2,1,6,98,7,,,,,0.65,,97.90238669,21,145.16,97.90238669,7,-14,0.7
1302,37.09062233,92.35527462,96.80310006,1,2,9,26.76,16.68,24.2,0.9985749451,0.2032722714,2.21E-01,4,1,2,-3,1,7,98,7,,,,,0.65,,97.90643939,21,113,97.90643939,6,-15,0.7
1308,36.87859272,92.38858003,96.81381297,1,2,9,26.44,25.92,19.39978403,0.9964270408,0.2568692894,1.31E-01,4,2,1,-3,0,8,98,7,,,,,0.65,,97.90469341,21,74.68,97.90469341,4,-17,0.7
1314,36.6266467,92.39396451,96.8208065,1,4,10,22.8,33.3232,27.4,0.9636793092,0.3723142903,7.66E-02,3,2,2,-2,2,8,98,7,,,,,0.65,,97.9100348,21,45.4,97.9100348,3,-18,0.7
1320,36.67867264,92.41571128,96.82332122,1,4,10,18.28,40.39107778,35.04,0.7775634437,0.3735154753,6.77E-02,3,2,2,-2,2,8,98,7,,,,,0.65,,97.91515087,21,20.76,97.91515087,1,-20,0.7
1326,36.6806654,92.45868654,96.83733639,1,4,10,10.68,41.355072,37.15894,0.7773328418,0.3772379889,1.05E-01,2,2,2,-1,2,8,98,7,,,,,0.65,,97.92217515,21,19.92,97.92217515,1,-20,0.7
1332,37.22193426,92.47850923,96.83972026,1,4,10,12,40.65477333,37.25311365,0.6514451615,0.4577058538,1.23E-01,2,2,2,-1,2,8,98,7,,,,,0.65,,97.92746759,21,30.12,97.92746759,2,-19,0.7
1338,37.57794194,92.4850582,96.84271506,1,4,10,16.76,33.24,32.631496,0.3854290772,0.2928371331,1.26E-01,2,2,2,-1,2,8,98,7,,,,,0.65,,97.93194403,21,37.72,97.93194403,2,-19,0.7
1344,37.91825525,92.48832043,96.8468294,1,4,10,22.52,27.24,25.44145467,0.653627018,0.2731143579,9.84E-02,3,2,2,-2,2,8,98,7,,,,,0.65,,97.93936617,21,38.12,97.93936617,2,-19,0.7
1350,38.25490248,92.52640024,96.86436197,1,4,10,28.32,28.56,23.12,0.5486394171,0.2705224487,9.56E-02,4,2,2,-3,2,8,98,7,,,,,0.65,,97.9446127,21,38.08,97.9446127,2,-19,0.7
1356,38.5828933,92.46679371,96.89919282,1,4,10,30.84,41.16,35.12,0.6730073932,0.196818336,8.45E-02,4,2,2,-3,2,8,98,7,,,,,0.65,,97.94788414,21,32.4,97.94788414,2,-19,0.7
1362,39.25100049,92.35296669,96.93484871,1,4,10,30.84,60.48,62.72,0.9716048169,0.2507967667,8.92E-02,4,3,3,-3,1,7,98,7,,,,,0.65,,97.94734965,21,24.2,97.94734965,2,-19,0.7
1368,39.4839995,92.24532256,96.96187891,1,4,10,28.2,76.8,101.28,0.7041274086,0.5520151762,1.60E-01,4,4,5,-3,0,5,98,7,,,,,0.65,,97.95164561,21,24.08,97.95164561,2,-19,0.7
1374,39.52047793,92.14722121,96.99145566,2,4,10,23.07421333,85.52,126.68,0.9370666973,0.5745615866,1.91E-01,3,4,6,-1,0,4,98,7,,,,,0.65,,97.96898714,21,38.24,97.96898714,2,-19,0.7
1380,39.76210198,92.06349844,97.02500959,2,4,10,21.28890667,82.16,146.48,0.5173892237,0.5265096379,2.51E-01,3,4,7,-1,0,3,98,7,,,,,0.65,,97.99004729,21,71.28,97.99004729,4,-17,0.7
1386,40.09361287,91.85193112,97.05841113,2,4,10,23.2982,78.6,150.4,0.4545742159,0.5491313422,4.01E-01,3,4,7,-1,0,3,98,7,,,,,0.65,,98.01298865,21,102.8,98.01298865,5,-16,0.7
1392,40.40545649,91.72570567,97.08536372,2,4,10,26.323084,79.32,150.44,0.5604811426,0.6520446897,4.28E-01,3,4,7,-1,0,3,98,7,,,,,0.65,,98.03512568,21,134.28,98.03512568,6,-15,0.7
1398,40.27658706,91.63145226,97.08828623,2,4,10,34.76052267,67.96,142.16,0.4842259483,0.6544295006,4.34E-01,4,4,7,-2,0,3,98,7,,,,,0.65,,98.05580351,21,148.04,98.05580351,7,-14,0.7
1404,40.34515705,91.62169242,97.0874307,2,4,10,41.476952,52.24,113,0.4866039682,0.6578358885,4.16E-01,5,3,5,-3,1,5,98,7,,,,,0.65,,98.07661672,21,150.52,98.07661672,7,-14,0.7
1410,40.45779643,91.62246004,97.08392852,2,4,10,39.76,33.96,81.08,0.6563891951,0.4082284152,3.97E-01,5,2,4,-3,2,6,98,7,,,,,0.65,,98.09661426,21,150.52,98.09661426,7,-14,0.7
