,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,0.75
7614,77.05813721,93.23581145,98.10399332,1,2,3,25.72,55.6,43.01066533,0.7975282266,0.5389600907,0.6516680229,,,,1,2,3,98,7,,,,,0.65,,,,,,,,0.7
7620,77.01256135,93.22988569,98.1007778,1,2,3,25.2,55.16,50.80956533,0.9937219333,0.64397228,0.6206463782,,,,1,2,3,98,7,,,,,0.65,,,,,,,,0.7
7626,76.98916865,93.22280176,98.09388216,1,2,5,25.44,55.2,60.06502133,0.9937219333,0.8184921977,0.4850761029,,,,1,2,5,98,7,,,,,0.65,,,,,,,,0.7
7632,76.96806373,93.20973158,98.09349615,1,2,5,25.16,52.68,65.57193333,0.7167543194,0.7265120995,0.5300868708,,,,1,2,5,98,7,,,,,0.65,,,,,,,,0.7
7638,76.94450061,93.17751892,98.09123347,1,2,5,25.2,50.8,68.76286,0.9938962266,0.7328203064,0.5565294062,,,,1,2,5,98,7,,,,,0.65,,,,,,,,0.7
7644,76.92298478,93.16162916,98.08893362,1,2,5,24.84,51.2,71.47952,0.993782866,0.7055713733,0.6039434988,,,,1,2,5,98,7,,,,,0.65,,,,,,,,0.7
7650,76.87483212,93.14389871,98.09154755,1,2,5,25.16,51.08,82.879092,0.993782866,0.6679190072,0.590037288,,,,1,2,5,98,7,,,,,0.65,,,,,,,,0.7
7656,76.85243346,93.12658269,98.09057793,1,2,5,25.44,51.8,90.24,0.651192786,0.8437513538,0.5424522745,,,,1,2,5,98,7,,,,,0.65,,,,,,,,0.7
7662,76.83004172,93.10982319,98.08828948,1,2,5,25.08,52.84,94.36,0.9956688168,0.8557651841,0.591918151,,,,1,2,5,98,7,,,,,0.65,,,,,,,,0.7
7668,76.80802788,93.0758814,98.08926246,1,4,7,25.31716667,49.51092667,98.52,0.9961890279,0.8641345942,0.5149945783,,,,1,4,7,98,7,,,,,0.65,,,,,,,,0.7
7674,76.77808008,93.05939301,98.08642639,2,4,7,28.1696,51.46195556,100.1677767,0.6354524891,0.5762250945,0.5775299612,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7680,76.76564925,93.04809732,98.08653869,2,4,7,28.427765,54.45447333,104.7299433,0.6677349101,0.5506879456,0.5300721012,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7686,76.75327898,93.03787519,98.08789708,2,4,7,30.748436,56.09510933,109.05312,0.5587126164,0.6589414674,0.5627171429,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7692,76.72880617,93.02516288,98.08908612,2,4,7,35.68624,60.99094933,112.3045787,0.7077743129,0.6661120454,0.5683112927,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7698,76.7118792,93.01394438,98.08960068,2,4,7,37.08,69.28,116.36,0.7566068278,0.6382351496,0.5234136476,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7704,76.69575891,92.99377285,98.09187738,2,4,7,37.83780186,72.36,121.64,0.8182908106,0.6380053645,0.5240368225,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7710,76.68469689,92.98144416,98.09531905,2,4,7,39.52,78.88,123.16,0.70602339,0.5345216788,0.5260516995,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7716,76.6703198,92.96557553,98.09621953,2,4,7,39.4,82.76,123.88,0.7143992268,0.7069705834,0.510149715,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7722,76.64687289,92.95241513,98.09453365,2,4,7,40.87757149,83.48,125.28,0.7710074316,0.6517810638,0.6026638588,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7728,76.63435799,92.93556043,98.09299591,2,4,7,43.04265472,82.12,124.3185793,0.7691753203,0.7077243505,0.5426645229,,,,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
7734,76.61646944,92.92362466,98.09291517,2,6,7,43.12,79.92932,124.4,0.6061997482,0.6162413385,0.5111174807,,,,2,6,7,98,7,,,,,0.65,,,,,,,,0.7
7740,76.60430786,92.91603025,98.09649532,2,6,7,43.84,81.71631111,127.88,0.8071675985,0.5342793114,0.6091146544,,,,2,6,7,98,7,,,,,0.65,,,,,,,,0.7
7746,76.58733765,92.89980722,98.09795078,2,6,9,44.32276513,84.561926,131.0557333,0.6910594466,0.6039451619,0.5937307933,,,,2,6,9,98,7,,,,,0.65,,,,,,,,0.7
7752,76.56820469,92.89035785,98.09137801,2,6,9,40.96,91.73331333,130.6365619,0.8245760462,0.5415313386,0.5476193424,,,,2,6,9,98,7,,,,,0.65,,,,,,,,0.7
7758,76.55040589,92.88445048,98.09044883,2,6,9,39.88,94.94822,131.3956763,0.6880639213,0.5991535932,0.5277189293,,,,2,6,9,98,7,,,,,0.65,,,,,,,,0.7
7764,76.53997187,92.86307009,98.09251327,2,7,9,38.76,97.65381,131.6308317,0.5909033565,0.5056439524,0.5516247645,,,,2,7,9,98,7,,,,,0.65,,,,,,,,0.7
7770,76.52560361,92.86231481,98.0955264,2,7,9,36,106.00284,129.32494,0.7589913263,0.5078937615,0.528682728,,,,2,7,9,98,7,,,,,0.65,,,,,,,,0.7
7776,76.50917023,92.85631732,98.09800902,2,7,9,37.48,104.0559033,138.24,0.7588581029,0.5630667379,0.5344344202,,,,2,7,9,98,7,,,,,65,,,,,,,,0.7
7782,76.49221176,92.84648162,98.10058519,2,7,9,39.48,106.8962867,141.96,0.6304177645,0.5239710369,0.5394505401,,,,2,7,9,98,7,,,,,65,,,,,,,,0.7
7788,76.47676737,92.84309431,98.10256263,2,7,9,41.16,111.757372,141.238205,0.7680252565,0.5764362019,0.458651769,,,,2,7,9,98,7,,,,,65,,,,,,,,0.7
7794,76.4546004,92.83308332,98.10477645,3,7,9,44.18914667,114.76,142.4,0.5962016584,0.5777078931,0.4936313162,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7800,76.43419338,92.82947096,98.10766861,3,7,9,50.90176,120.12,143.76,0.6031645884,0.4853313384,0.5152525118,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7806,76.41274653,92.8351483,98.10978029,3,7,9,55.780416,123.92,144.64,0.6127647445,0.5876535437,0.4532662332,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7812,76.41102812,92.83512986,98.1120594,3,7,9,57.84184,129.68,145.4420594,0.7773114111,0.5567351742,0.4905868633,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7818,76.39795926,92.83954199,98.11417953,3,7,9,62.28,130.88,145.68,0.7055117693,0.5795782691,0.4886177075,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7824,76.38679621,92.83730517,98.11650195,3,7,9,61.44,129.92,146.12,0.5550006309,0.6198279884,0.450425261,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7830,76.38076995,92.83173483,98.11929252,3,7,9,61.4,129.8,146.04,0.6232338442,0.6406064764,0.4653542843,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7836,76.36632951,92.83553192,98.12142285,3,7,9,62.88,126.88,146.36,0.7332707663,0.6385080093,0.4559453356,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7842,76.34953703,92.82885122,98.12366762,3,7,9,64,126.64,148.2,0.6876550931,0.5822971385,0.4659148495,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7848,76.31216248,92.83460926,98.1259297,3,7,9,66.2,129.92,147.16,0.6503543063,0.5815563973,0.4519242682,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7854,76.26889071,92.82964547,98.12810641,3,7,9,65.88,130.56,147.52,0.7007799546,0.653576838,0.4899335528,,,,3,7,9,98,7,,,,,65,,,,,,,,0.7
7860,76.24192903,92.83651154,98.13092316,3,8,9,68.64,131.8,149.04,0.6998596631,0.55383872,0.4879124548,,,,3,8,9,98,7,,,,,65,,,,,,,,0.7
7866,76.22773703,92.83155034,98.13302354,3,8,9,69.82,132.72178,148.88,0.8355727343,0.5772394961,0.4805946486,,,,3,8,9,98,7,,,,,65,,,,,,,,0.7
7872,76.23006659,92.82835172,98.1352068,3,8,9,63.4,131.9373222,148.52,0.7623398489,0.4788102134,0.4970771108,,,,3,8,9,98,7,,,,,,,,,,,,,0.7
7878,76.21692993,92.84322491,98.13742636,3,8,9,61.32,135.0724,149.16,0.6439265627,0.5517225382,0.448187216,,,,3,8,9,98,7,,,,,,,,,,,,,0.7
7884,76.20581304,92.85193239,98.13967528,3,8,9,60.84,136.545028,148.48,0.7416722052,0.6163720096,0.4978834599,,,,3,8,9,98,7,,,,,,,,,,,,,0.7
7890,76.18364602,92.86208844,98.14230044,3,8,9,63.48,140.36,147.88,0.7756671907,0.5212109986,0.4665213581,,,,3,8,9,98,7,,,,,,,,,,,,,0.7
7896,76.16098763,92.86775276,98.14439656,3,8,9,67.76,142.8,148.56,0.7671679098,0.5502139092,0.4616308551,,,,3,8,9,98,7,,,,,,,,,,,,,0.7
7902,76.12639352,92.87489477,98.14648856,3,8,9,72.96,142.52,147.84,0.627642521,0.497554678,0.4835407343,,,,3,8,9,98,7,,,,,,,,,,,,,0.7
7908,76.1121056,92.88805296,98.14884607,3,8,9,74.2,144.32,148.2,0.6698264895,0.5703903147,0.4233954691,,,,3,8,9,98,7,,,,,,,,,,,,,0.7
7914,76.0801041,92.89713363,98.15093574,4,8,9,75.80594,143.8,147.84,0.7708924333,0.5639767582,0.4161743845,,,,4,8,9,98,7,,,,,,,,,,,,,0.7
,76.07206171,92.90837479,98.14964949,4,8,9,74.82094444,144.8,147.04,0.7204708533,0.5248332791,0.4880568311,,,,4,8,9,98,7,,,,,,,,,,,,,0.7
,,92.91537881,98.15118711,,8,9,,145.92,146.72,,0.5630700047,0.4864409133,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.920156,98.15295488,,8,9,,144.88,145.88,,0.509147724,0.5203142027,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.92102655,98.15423239,,8,9,,142.24,146.12,,0.5564582255,0.4760577947,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.93000816,98.1566288,,8,9,,141.8,146.72,,0.5667275934,0.4851621552,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.93870628,98.15852505,,8,9,,141.4386529,147.76,,0.4915340592,0.4892945103,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.94454329,98.16062648,,8,9,,140.24,148.16,,0.5451994806,0.4636818195,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.95330249,98.1628262,,8,9,,145.28,148.28,,0.5406186892,0.4830864632,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.96469865,98.16501789,,8,9,,142.28,147.08,,0.5470140568,0.4343722703,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.96545715,98.16625935,,8,9,,141.1614817,147.6,,0.5238460281,0.4747689912,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.9702604,98.16838682,,8,9,,143.04,146.68,,0.5028432356,0.5158470435,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.97084653,98.17039446,,8,9,,139.36,147.56,,0.5548019613,0.47304414,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.97739741,98.17260134,,8,9,,139.76,147.24,,0.5141459178,0.4833710889,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.98901875,98.17470771,,8,9,,141.64,146.4,,0.5416947833,0.4739799427,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,92.99730168,98.17701093,,8,9,,143.16,146.6,,0.479060777,0.4272919057,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.00773226,98.17902197,,8,9,,143.84,145.6,,0.4391073235,0.4846704102,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.01361725,98.18105312,,8,9,,144.44,145.8780658,,0.4904060625,0.4420471914,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.02497472,98.18313746,,8,9,,144.12,143.8,,0.511696839,0.4817277104,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.03294481,98.18527945,,8,9,,141.44,143.84,,0.5172855944,0.458331078,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.04075021,98.18744234,,8,9,,141.32,142.72,,0.5588136748,0.465994355,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.04504934,98.18946417,,8,9,,140.68,142.401925,,0.5126320226,0.4234421762,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.05078064,98.19133425,,8,9,,139.08,142.88,,0.5626684661,0.3828938067,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.0605529,98.19338696,,8,9,,136.84,141.92,,0.4984821452,0.4479421561,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.06736586,98.1953023,,8,9,,134.16,139.6,,0.5220462421,0.4384086263,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.07437428,98.1972339,,8,9,,132.52,135.84,,0.5535596347,0.4084528353,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.08357783,98.19899261,,8,9,,131.08,132.4,,0.5175663184,0.4153623929,,,,0,8,9,98,7,,,,,,,,,,,,,0.7
,,93.08971839,98.2006939,,8,9,,129.88,129.72,,0.4557844989,0.3918804988,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.09911786,98.20258231,,8,9,,125.8,128.04,,0.4227654576,0.4369340821,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.10573876,98.20394868,,8,9,,123.44,124.28,,0.4703802337,0.3423183086,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.11193314,98.20569024,,8,9,,120.44,121.4,,0.4559698861,0.3749822248,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.11983096,98.2071345,,8,9,,117.32,116.24,,0.4089387432,0.3965934215,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.12526542,98.20858394,,8,9,,114.44,113.16,,0.4145058306,0.3509673847,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.13285207,98.2101431,,8,9,,108,109.08,,0.3891666976,0.3912173807,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.13736331,98.2114905,,8,9,,99.6,104.48,,0.3779246573,0.3354870916,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.14199115,98.21278683,,8,9,,95.88,99.44,,0.3213142312,0.3309134668,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.14801634,98.21401601,,8,9,,89.88,95.56,,0.3056159463,0.3288366774,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.15213165,98.21510975,,7,9,,87.56,91.24,,0.3789353255,0.2899219964,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.15858111,98.21632644,,7,9,,84.32,86.08,,0.3505696878,0.2774010385,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.16184126,98.21740252,,7,9,,78.44,82.48,,0.3575987555,0.2353303819,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.16528179,98.21829849,,7,9,,74.92,75.48,,0.3199332956,0.2501542073,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.17006635,98.21920506,,7,9,,71.16,72.76,,0.2292285107,0.2430232985,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.17315785,98.22008197,,7,9,,67.52,70.36,,0.3100846585,0.1975820891,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.17832063,98.22114685,,7,9,,64.08,67.6,,0.2700424772,0.2131838105,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.18100945,98.22197818,,6,8,,62.72,65.24,,0.3088982657,0.2023397563,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.18380138,98.22279699,,6,8,,61.04,62.44,,0.3073715485,0.1939100907,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.18764256,98.22352473,,6,8,,57.52,60.04,,0.2393039154,0.1960821809,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.19007825,98.22412911,,6,8,,54.52,56.24,,0.2925487124,0.1956517906,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.19427397,98.22500937,,6,8,,52.96,54.2,,0.2118265319,0.2018705085,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.19644606,98.22569859,,6,8,,50.3587778,52.12,,0.2228647342,0.1788407006,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.19870574,98.22628083,,6,7,,48.56,49.16,,0.2365452485,0.2022539107,,,,0,6,7,98,7,,,,,,,,,,,,,
,,93.20136156,98.2267999,,6,6,,44.76,46.88,,0.22855679,0.1940617881,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.20340683,98.22732766,,6,6,,43.44,44.36,,0.2216444696,0.1569968959,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.20650675,98.22800415,,6,6,,40.00012802,41.72,,0.1820553114,0.1984251264,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.20827799,98.22834379,,6,6,,37.92,38.16,,0.2051417908,0.187710542,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.2100979,98.22885293,,5,6,,35.28,36.12,,0.2013143635,0.1791165284,,,,0,5,6,98,7,,,,,,,,,,,,,
,,93.21113051,98.22913852,,5,6,,32.28,32.36,,0.1716661266,0.1582355036,,,,0,5,6,98,7,,,,,,,,,,,,,
,,93.21251117,98.22950578,,5,4,,29.84,30.4,,0.1757956325,0.2030026588,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.21469323,98.22988424,,5,4,,25.4,27.28,,0.1580386048,0.2058370258,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.21581211,98.23010707,,5,4,,23.36,23.68,,0.1444980028,0.1903520289,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.21669312,98.23033975,,5,4,,20.72,20.28,,0.1342582316,0.1482132122,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.21690871,98.23050152,,5,4,,17.96,18.04,,0.1113388491,0.1456774233,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.21764928,98.23063118,,5,4,,16.28,15.92,,0.09718453606,0.1292178756,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.21895125,98.23087221,,5,3,,13.24,12.96,,0.09209355105,0.1567990073,,,,0,5,3,98,7,,,,,,,,,,,,,
,,93.21939968,98.23094425,,5,3,,10.96,10.88,,0.0751651999,0.1171445471,,,,0,5,3,98,7,,,,,,,,,,,,,
,,93.21923157,98.230908,,4,3,,8.28,6.92,,0.08255515285,0.09916219813,,,,0,4,3,98,7,,,,,,,,,,,,,
,,93.21929382,98.23091204,,4,3,,5.8,4.8,,0.07327919973,0.09087176464,,,,0,4,3,98,7,,,,,,,,,,,,,
,,93.21930836,98.23092722,,4,3,,3.64,3.2,,0.04743487598,0.06375276054,,,,0,4,3,98,7,,,,,,,,,,,,,
,,93.21983808,98.23106971,,4,3,,2.44,2.28,,0.03511240907,0.06036867814,,,,0,4,3,98,7,,,,,,,,,,,,,
,,93.22015606,98.23107988,,4,2,,2.8,2.88,,0.02178239695,0.04081894053,,,,0,4,2,98,7,,,,,,,,,,,,,
,,93.22035028,98.23123649,,4,2,,4.48,5.28,,0.02375120139,0.03412593702,,,,0,4,2,98,7,,,,,,,,,,,,,
,,93.22092932,98.23132863,,4,2,,6.8,7,,0.03039172802,0.04224769319,,,,0,4,2,98,7,,,,,,,,,,,,,
,,93.22145748,98.23145734,,4,2,,9.48,9.08,,0.04340535158,0.07784480274,,,,0,4,2,98,7,,,,,,,,,,,,,
,,93.22299926,98.23188126,,4,2,,11.64,13.8,,0.05031615404,0.1325232386,,,,0,4,2,98,7,,,,,,,,,,,,,
,,93.2238049,98.23208744,,4,2,,13.2,16.2,,0.05121575245,0.13437341,,,,0,4,2,98,7,,,,,,,,,,,,,
,,93.22492283,98.23232631,,4,2,,16.44,17.48,,0.1147560972,0.2149224748,,,,0,4,2,98,7,,,,,,,,,,,,,
,,93.22614447,98.23256455,,4,1,,18.6,19.32,,0.1147560972,0.2666089086,,,,0,4,1,98,7,,,,,,,,,,,,,
,,93.22770383,98.23283691,,3,1,,21.6,21.52,,0.1731507815,0.2031515956,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.22945308,98.23352155,,3,1,,24.48,24.92,,0.1932669995,0.5501614377,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.23134888,98.23386656,,3,1,,27.08,26.88,,0.1855215021,0.6080272147,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.23308324,98.23418415,,3,1,,28.68,28.4,,0.2590778357,0.666123769,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.23491541,98.2345312,,3,1,,30.12,29.72,,0.2590778357,0.6385736652,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.23739895,98.2344695,,3,1,,34.24,30.4,,0.2655365679,0.8193202681,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.24038254,98.22909524,,3,1,,38.76,29.36,,0.2396377238,0.5953499693,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.24261929,98.22216103,,3,1,,39.88,28.36,,0.2839025601,0.523586158,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.24526333,98.21135736,,3,1,,43.64,26.72,,0.2347279715,0.9557193377,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.24800482,98.19952425,,3,3,,47.44,25.39870333,,0.2040376981,0.5201480125,,,,0,3,3,98,7,,,,,,,,,,,,,
,,93.25191625,98.18889467,,2,3,,52.56,29.11916444,,0.6537342677,0.426139106,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.24958642,98.18459703,,2,3,,54.84,36.48390167,,0.6537342677,0.5093192123,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.24607889,98.18145204,,2,3,,54.88,43.77197467,,0.7136202255,0.528043608,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.23787818,98.1739495,,2,3,,54.16,52.86874533,,0.6048036565,0.6871023329,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.22577035,98.17146516,,2,3,,51.08,60.64,,0.7182763947,0.5861596326,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.19667623,98.15217452,,2,3,,47.8,61.68,,0.6865020084,0.6022505538,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.18193541,98.15040828,,2,3,,46.48,63.48,,0.6173030863,0.6542482426,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.166552,98.13453247,,2,3,,46.64,63.92,,0.8007922094,0.5951241419,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.15228002,98.1190328,,2,5,,47.44,66.79460667,,0.7191725632,0.5996600413,,,,0,2,5,98,7,,,,,,,,,,,,,
,,93.13766406,98.1112802,,3,5,,48.08,71.30470889,,0.7581888237,0.604663703,,,,0,3,5,98,7,,,,,,,,,,,,,
,,93.11731015,98.10709941,,3,5,,46.42504444,74.95691,,0.4607200751,0.5988752846,,,,0,3,5,98,7,,,,,,,,,,,,,
,,93.10655905,98.10138111,,3,5,,45.33096667,80.2594,,0.5180328323,0.5191138505,,,,0,3,5,98,7,,,,,,,,,,,,,
,,93.09452474,98.09670962,,3,5,,46.74906,89.920656,,0.5942790632,0.6096906679,,,,0,3,5,98,7,,,,,,,,,,,,,
,,93.08370661,98.08888058,,3,7,,47.129,96.56,,0.6208280102,0.6032516753,,,,0,3,7,98,7,,,,,,,,,,,,,
,,93.06525986,98.08367962,,3,7,,49.51785466,97.19666,,0.6370190825,0.5718539867,,,,0,3,7,98,7,,,,,,,,,,,,,
,,93.05480803,98.07439964,,3,7,,52.52,101.1976,,0.5926979386,0.5618042303,,,,0,3,7,98,7,,,,,,,,,,,,,
,,93.04304706,98.07419768,,3,7,,50.76,105.131869,,0.5245532237,0.5197699189,,,,0,3,7,98,7,,,,,,,,,,,,,
,,93.03083066,98.07619181,,3,7,,53.2,108.3994187,,0.604863121,0.5611636282,,,,0,3,7,98,7,,,,,,,,,,,,,
,,93.01863495,98.07801449,,3,9,,55.4,115.10952,,0.6469551854,0.519578883,,,,0,3,9,98,7,,,,,,,,,,,,,
,,93.00197895,98.07641535,,3,9,,54.88,124.1395294,,0.6389557061,0.5377935315,,,,0,3,9,98,7,,,,,,,,,,,,,
,,92.99108975,98.08101842,,3,9,,61.56,123.1874413,,0.472077994,0.4852180864,,,,0,3,9,98,7,,,,,,,,,,,,,
,,92.9779428,98.0813705,,3,9,,59.6,126.257004,,0.5072098461,0.4585878585,,,,0,3,9,98,7,,,,,,,,,,,,,
,,92.96446567,98.08293528,,3,9,,60.6,128.7927467,,0.7143793156,0.5220247701,,,,0,3,9,98,7,,,,,,,,,,,,,
,,92.9513811,98.08511802,,3,9,,61.88,132.8,,0.6985528335,0.4772662854,,,,0,3,9,98,7,,,,,,,,,,,,,
,,92.93491112,98.08793408,,3,9,,58.44,135.48,,0.6985528335,0.5092081714,,,,0,3,9,98,7,,,,,,,,,,,,,
,,92.92370652,98.09023049,,3,9,,60.68,136.1181474,,0.4556573787,0.490359326,,,,0,3,9,98,7,,,,,,,,,,,,,
,,92.91090376,98.09110446,,3,9,,59.08,137.8,,0.5490189308,0.5206356563,,,,0,3,9,98,7,,,,,,,,,,,,,
,,92.8919534,98.09409172,,5,9,,62.2334,137.04,,0.5422596903,0.5192917698,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.8739063,98.09526263,,5,9,,69.72482889,138.2,,0.5790076448,0.495239914,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.86389052,98.09800627,,5,9,,78.756424,141.0818002,,0.5467483358,0.5299023747,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.85928195,98.09948907,,5,9,,87.41600533,141.56,,0.5644203867,0.4824301919,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.85213652,98.09914082,,5,9,,98.966132,142.08,,0.562467879,0.4319011975,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.83834731,98.10228192,,5,9,,103.12,144.2,,0.6122998517,0.4692203336,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.82462522,98.10351837,,5,9,,104.16,141.56,,0.717565435,0.4241872679,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.81778077,98.10463805,,5,9,,103.16,144.12,,0.6401893889,0.5053139575,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.79659522,98.10612533,,5,9,,106.36,145.24,,0.6701442626,0.4800640596,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.7859829,98.10694465,,5,9,,106,144.36,,0.6494454537,0.5386651266,,,,0,5,9,98,7,,,,,,,,,,,,,
,,92.77183373,98.10956304,,9,9,,109.96,145.64,,0.532537725,0.4651360192,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.76155815,98.11113039,,9,9,,116.3155422,145.6,,0.5824939609,0.3780944013,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.76523724,98.11367719,,9,9,,112.8521733,148.08,,0.6372098278,0.5072999152,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.76981858,98.11563015,,9,9,,115.934248,147.4,,0.6336242211,0.466952918,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.76408157,98.11703796,,9,9,,119.859572,147.72,,0.5490136962,0.509125061,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.7672282,98.11990807,,9,9,,128.7993973,148.24,,0.5991795817,0.4770741676,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.77210508,98.1214777,,10,9,,138.6596,148.04,,0.5582121906,0.4364424506,,,,0,10,9,98,7,,,,,,,,,,,,,
