,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,145.72,146.64,146.04,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,5310,5349,5331,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,0.75,73,76
10044,,,98.44739803,,,5,,,84.52,,,3.79E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.69977926,7,2.32,99.69977926,1,-6,,,
10050,,,98.44823678,,,5,,,84.32,,,3.51E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70000765,7,0,99.70000765,0,-7,,,
10056,,,98.44939369,,,5,,,82.76,,,3.81E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.69999503,7,0,99.69999503,0,-7,,,
10062,,,98.45019471,,,5,,,81.36,,,4.46E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.69996171,7,0.4,99.69996171,1,-6,,,
10068,,,98.45092216,,,5,,,81.44,,,4.40E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70014748,7,19.04,99.70014748,1,-6,,,
10074,,,98.45164767,,,5,,,78.72,,,3.71E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70050442,7,56.04,99.70050442,3,-4,,,
10080,,,98.4523462,,,5,,,77.84,,,4.03E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70076292,7,78.52,99.70076292,4,-3,,,
10086,,,98.45346386,,,5,,,76.88,,,3.57E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70091707,6,94.16,99.70091707,5,-1,,,
10092,,,98.45418361,,,5,,,74.6,,,3.68E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.7009551,6,80.16,99.7009551,4,-2,,,
10098,,,98.45482698,,,5,,,73.76,,,3.50E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70093112,6,51,99.70093112,3,-3,,,
10104,,,98.45552635,,,5,,,73.24,,,2.96E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70090938,6,23.36,99.70090938,2,-4,,,
10110,,,98.45623287,,,5,,,73.44,,,3.66E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.7011307,6,8.04,99.7011307,1,-5,,,
10116,,,98.45726881,,,5,,,73.08,,,3.33E-01,#DIV/0!,#DIV/0!,4,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70111963,6,0.48,99.70111963,1,-5,,,
10122,,,98.45783438,,,5,,,68.8,,,3.53E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,2,,,,,,,,,99.70108491,6,0,99.70108491,0,-6,,,
10128,,,98.45844504,,,5,,,68,,,3.66E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,2,,,,,,,,,99.70106188,6,0,99.70106188,0,-6,,,
10134,,,98.45911111,,,5,,,67.36,,,3.34E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,2,,,,,,,,,99.7010462,6,0,99.7010462,0,-6,,,
10140,,,98.45975033,,,4,,,66.64,,,4.02E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70100893,6,0,99.70100893,0,-6,,,
10146,,,98.46076346,,,4,,,66.96,,,4.06E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70098981,5,0,99.70098981,0,-5,,,
10152,,,98.46128202,,,4,,,65.24,,,3.96E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70095771,5,0,99.70095771,0,-5,,,
10158,,,98.46184745,,,4,,,64.52,,,4.09E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70092652,5,0,99.70092652,0,-5,,,
10164,,,98.46244244,,,4,,,63.56,,,3.78E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70090265,5,0.4,99.70090265,1,-4,,,
10170,,,98.46304439,,,4,,,62.36,,,3.43E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70115289,5,3.28,99.70115289,1,-4,,,
10176,,,98.463945,,,4,,,61.44,,,3.46E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70119473,5,7.28,99.70119473,1,-4,,,
10182,,,98.46443352,,,4,,,59.72,,,3.43E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70118197,5,8.27898133,99.70118197,1,-4,,,
10188,,,98.46494116,,,4,,,58.96,,,3.90E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70119803,4,12.6,99.70119803,1,-3,,,
10194,,,98.46548668,,,4,,,58.28,,,3.46E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70135846,4,27.44,99.70135846,2,-2,,,
10200,,,98.46601428,,,4,,,56.72,,,3.82E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70157981,4,43.92,99.70157981,2,-2,,,
10206,,,98.46683981,,,4,,,56.36,,,3.46E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.70183804,4,73.92971865,99.70183804,4,0,,,
10212,,,98.46733971,,,4,,,55.72,,,3.26E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.68818724,4,88.96,99.68818724,4,0,,,
10218,,,98.467795,,,4,,,54.56,,,3.70E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.67123546,4,98.4,99.67123546,5,1,,,
10224,,,98.46827975,,,4,,,53.8,,,3.24E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.64547554,4,97.92,99.64547554,5,1,,,
10230,,,98.46874954,,,4,,,52.16,,,3.52E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62918361,4,94.28,99.62918361,5,1,,,
10236,,,98.46951845,,,4,,,51.32,,,3.45E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62501276,4,92.91629499,99.62501276,5,1,,,
10242,,,98.46995607,,,4,,,50.56,,,2.77E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62389167,4,87.8,99.62389167,4,0,,,
10248,,,98.47037158,,,4,,,49.76,,,3.05E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62395012,4,76.36,99.62395012,4,0,,,
10254,,,98.47079904,,,4,,,48.84,,,2.26E-01,#DIV/0!,#DIV/0!,3,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62393941,14,54.76,99.62393941,3,-11,,,
10260,,,98.47115526,,,4,,,45.84,,,2.96E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,2,,,,,,,,,99.62393174,14,37.20028233,99.62393174,2,-12,,,
10266,,,98.47192609,,,4,,,45.96,,,3.29E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,2,,,,,,,,,99.62410764,14,27.40903667,99.62410764,2,-12,,,
10272,,,98.47228977,,,4,,,44.88,,,2.97E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,2,,,,,,,,,99.62442098,14,38.57829333,99.62442098,2,-12,,,
10278,,,98.47266212,,,4,,,44.12,,,3.26E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,2,,,,,,,,,99.62484259,15,66.43909067,99.62484259,3,-12,,,
10284,,,98.47301954,,,3,,,42.6,,,3.80E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62525495,15,94.830512,99.62525495,5,-10,,,
10290,,,98.47335432,,,3,,,41.96,,,3.74E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.6259659,15,121.9708853,99.6259659,6,-9,,,
10296,,,98.47405152,,,3,,,40.88,,,3.79E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62647664,15,137.58454,99.62647664,7,-8,,,
10302,,,98.47437221,,,3,,,40.32,,,3.65E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62691518,15,140.8,99.62691518,7,-8,,,
10308,,,98.47473566,,,3,,,40.04,,,3.41E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62736383,15,141.4,99.62736383,7,-8,,,
10314,,,98.47501244,,,3,,,38.6,,,3.71E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62778154,15,140.04,99.62778154,7,-8,,,
10320,,,98.47531814,,,3,,,37.6,,,3.15E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62813902,14,132.04,99.62813902,6,-8,,,
10326,,,98.47590944,,,3,,,35.96,,,3.16E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.6284004,14,115.72,99.6284004,6,-8,,,
10332,,,98.47617923,,,3,,,34.6,,,2.46E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62845476,14,89.44,99.62845476,4,-10,,,
10338,,,98.4764512,,,3,,,33.88,,,3.22E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62846287,14,58.56,99.62846287,3,-11,,,
10344,,,98.47673149,,,3,,,32.8,,,2.85E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62842895,14,34.12,99.62842895,2,-12,,,
10350,,,98.47702113,,,3,,,29.84,,,2.62E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62866291,14,10.56,99.62866291,1,-13,,,
10356,,,98.47743928,,,3,,,29.44,,,2.71E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62859816,14,0.32,99.62859816,1,-13,,,
10362,,,98.47767201,,,3,,,28.64,,,2.80E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.6285734,14,0,99.6285734,0,-14,,,
10368,,,98.47792017,,,3,,,27.84,,,2.55E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,1,,,,,,,,,99.62858092,13,0,99.62858092,0,-13,,,
10374,,,98.47815409,,,2,,,27.12,,,3.88E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,0,,,,,,,,,99.62856785,13,1.4,99.62856785,1,-12,,,
10380,,,98.47838502,,,2,,,27.4,,,3.89E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,0,,,,,,,,,99.62861161,13,9.12,99.62861161,1,-12,,,
10386,,,98.47876608,,,2,,,26.08,,,3.71E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,0,,,,,,,,,99.62889454,13,33.12,99.62889454,2,-11,,,
10392,,,98.47895469,,,2,,,24.88,,,3.52E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,0,,,,,,,,,99.62926051,13,60.24,99.62926051,3,-10,,,
10398,,,98.47916569,,,2,,,24.04,,,3.60E-01,#DIV/0!,#DIV/0!,2,#DIV/0!,#DIV/0!,0,,,,,,,,,99.62974385,13,94.72,99.62974385,5,-8,,,
10404,,,98.47934264,,,2,,,22.6,,,3.45E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63015702,13,124.96,99.63015702,6,-7,,,
10410,,,98.47951294,,,2,,,21.76,,,3.49E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.6309176,12,145.24,99.6309176,7,-5,,,
10416,,,98.47982223,,,2,,,20.48,,,2.36E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63143815,12,150.24,99.63143815,7,-5,,,
10422,,,98.47997894,,,2,,,19.4,,,2.04E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63183723,12,148.5093681,99.63183723,7,-5,,,
10428,,,98.4801105,,,2,,,18.28,,,2.75E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63231749,12,147.84,99.63231749,7,-5,,,
10434,,,98.48026067,,,2,,,17.68,,,2.34E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63280931,12,151,99.63280931,7,-5,,,
10440,,,98.48038199,,,2,,,16.6,,,2.17E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63328564,12,148.52,99.63328564,7,-5,,,
10446,,,98.4806183,,,2,,,15.12,,,2.21E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63346719,12,127.0483055,99.63346719,6,-6,,,
10452,,,98.48074307,,,2,,,14.52,,,2.01E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63343981,12,97.52,99.63343981,5,-7,,,
10458,,,98.48080759,,,2,,,13.04,,,2.15E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63346105,12,62,99.63346105,3,-9,,,
10464,,,98.48090552,,,2,,,12.56,,,1.93E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63350428,12,30.84,99.63350428,2,-10,,,
10470,,,98.48107462,,,2,,,10.88,,,1.93E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63385344,12,18.88,99.63385344,1,-11,,,
10476,,,98.48115058,,,2,,,9.88,,,1.40E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.6339383,12,26.04,99.6339383,2,-10,,,
10482,,,98.48122322,,,2,,,8.76,,,9.41E-02,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63404215,11,34.36,99.63404215,2,-9,,,
10488,,,98.4812557,,,2,,,8.36,,,1.24E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63414975,11,37.4,99.63414975,2,-9,,,
10494,,,98.48130818,,,2,,,7.2,,,1.18E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63425509,11,37.76,99.63425509,2,-9,,,
10500,,,98.48135376,,,1,,,6.12,,,1.18E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,0,,,,,,,,,99.63431216,11,34.64,99.63431216,2,-9,,,
10506,,,98.48142615,,,1,,,5.32,,,1.44E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,0,,,,,,,,,99.63428381,11,27.12,99.63428381,2,-9,,,
10512,,,98.48146528,,,1,,,4.32,,,1.44E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,0,,,,,,,,,99.63432281,11,22.72,99.63432281,1,-10,,,
10518,,,98.48142076,,,1,,,2.6,,,1.07E-01,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,0,,,,,,,,,99.63450475,11,30.28,99.63450475,2,-9,,,
10524,,,98.481438,,,1,,,1.68,,,5.70E-02,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,0,,,,,,,,,99.63487303,10,53.6,99.63487303,3,-7,,,
10530,,,98.4814552,,,1,,,1,,,5.70E-02,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,0,,,,,,,,,99.63563875,10,96.92,99.63563875,5,-5,,,
10536,,,98.48147244,,,1,,,0.52,,,3.69E-02,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,0,,,,,,,,,99.63608948,10,123.64,99.63608948,6,-4,,,
10542,,,98.48148965,,,1,,,0.2,,,3.69E-02,#DIV/0!,#DIV/0!,1,#DIV/0!,#DIV/0!,0,,,,,,,,,99.6365222,10,145.76,99.6365222,7,-3,,,
10548,,,98.48142151,,,1,,,0,,,1.92E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63696104,10,150.64,99.63696104,7,-3,,,
10554,,,98.48143872,,,1,,,0,,,1.92E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63742765,10,150.64,99.63742765,7,-3,,,
10560,,,98.48145573,,,1,,,0,,,1.46E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63787947,10,144.6,99.63787947,7,-3,,,
10566,,,98.48147287,,,1,,,0,,,1.99E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63792546,10,117.4,99.63792546,6,-4,,,
10572,,,98.48148996,,,1,,,0,,,6.81E-04,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63792958,10,80.56,99.63792958,4,-6,,,
10578,,,98.48142219,,,1,,,0,,,3.64E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63788937,10,49.4,99.63788937,3,-7,,,
10584,,,98.48143937,,,1,,,0,,,3.64E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63787316,10,11.44,99.63787316,1,-9,,,
10590,,,98.48145648,,,1,,,0,,,3.84E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.6380641,10,0,99.6380641,0,-10,,,
10596,,,98.48147362,,,1,,,0,,,3.13E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.638044,10,0,99.638044,0,-10,,,
10602,,,98.48149073,,,1,,,0,,,1.25E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63805748,9,1,99.63805748,1,-8,,,
10608,,,98.48142297,,,1,,,0,,,1.39E-03,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63824108,9,19.04,99.63824108,1,-8,,,
10614,,,98.48144008,,,1,,,0,,,1.18E-02,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63870897,9,63.76,99.63870897,3,-6,,,
10620,,,98.48145698,,,1,,,0,,,1.70E-02,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63924589,9,100.68,99.63924589,5,-4,,,
10626,,,98.48147404,,,1,,,0,,,1.56E-02,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.63962126,9,130.72,99.63962126,6,-3,,,
10632,,,98.48149105,,,1,,,0,,,1.56E-02,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,1,,,,,,,,,99.64008426,9,148.2,99.64008426,7,-2,,,
,,,98.48142367,,,1,,,0,,,1.64E-02,,,,,,,,,,,,,,,99.64043332,9,149.96,99.64043332,7,-2,,,
,,,98.48144069,,,1,,,0,,,1.31E-02,,,,,,,,,,,,,,,99.64089771,8,147,99.64089771,7,-1,,,
,,,98.48145772,,,1,,,0,,,1.31E-02,,,,,,,,,,,,,,,99.64146383,8,131.88,99.64146383,6,-2,,,
,,,98.48147475,,,1,,,0,,,1.02E-02,,,,,,,,,,,,,,,99.64163222,8,116.44,99.64163222,6,-2,,,
,,,98.48149176,,,1,,,0,,,1.02E-02,,,,,,,,,,,,,,,99.64186589,8,97.08,99.64186589,5,-3,,,
,,,98.48142436,,,1,,,0,,,1.34E-03,,,,,,,,,,,,,,,99.64204511,8,80.12,99.64204511,4,-4,,,
,,,98.48144136,,,1,,,0,,,1.37E-03,,,,,,,,,,,,,,,99.64226238,8,71.52,99.64226238,4,-4,,,
,,,98.48145814,,,1,,,0,,,1.37E-03,,,,,,,,,,,,,,,99.6424081,8,68.12,99.6424081,3,-5,,,
,,,98.48147516,,,1,,,0,,,1.40E-03,,,,,,,,,,,,,,,99.64246979,8,58.32,99.64246979,3,-5,,,
,,,98.48149208,,,1,,,0,,,9.56E-04,,,,,,,,,,,,,,,99.64252608,8,45.44,99.64252608,2,-6,,,
,,,98.48142507,,,1,,,0,,,1.31E-03,,,,,,,,,,,,,,,99.64250838,7,31.32,99.64250838,2,-5,,,
,,,98.48144197,,,1,,,0,,,1.23E-03,,,,,,,,,,,,,,,99.64272101,7,12.48,99.64272101,1,-6,,,
,,,98.48145888,,,1,,,0,,,1.23E-03,,,,,,,,,,,,,,,99.64267082,7,3.84,99.64267082,1,-6,,,
,,,98.48148933,,,1,,,0.36,,,9.31E-04,,,,,,,,,,,,,,,99.64266245,7,0.28,99.64266245,1,-6,,,
,,,98.48152143,,,1,,,0.72,,,7.64E-04,,,,,,,,,,,,,,,99.64264986,7,0,99.64264986,0,-7,,,
,,,98.48151343,,,1,,,2.16,,,1.09E-02,,,,,,,,,,,,,,,99.64263698,7,0,99.64263698,0,-7,,,
,,,98.48157254,,,1,,,3.2,,,5.82E-02,,,,,,,,,,,,,,,99.64268469,7,7.88,99.64268469,1,-6,,,
,,,98.48163307,,,1,,,3.88,,,5.82E-02,,,,,,,,,,,,,,,99.64305546,6,41.76,99.64305546,2,-4,,,
,,,98.48170237,,,1,,,4.8,,,9.07E-02,,,,,,,,,,,,,,,99.6434168,6,69.96,99.6434168,4,-2,,,
,,,98.48178329,,,1,,,5.52,,,9.07E-02,,,,,,,,,,,,,,,99.64359744,6,86.2,99.64359744,4,-2,,,
,,,98.48186321,,,1,,,7.32,,,1.23E-01,,,,,,,,,,,,,,,99.64372318,6,93.72,99.64372318,5,-1,,,
,,,98.48195423,,,1,,,8.12,,,1.63E-01,,,,,,,,,,,,,,,99.6439692,6,57.64,99.6439692,3,-3,,,
,,,98.4820638,,,1,,,9.04,,,1.15E-01,,,,,,,,,,,,,,,99.64393687,6,30.32,99.64393687,2,-4,,,
,,,98.48217846,,,1,,,9.88,,,2.05E-01,,,,,,,,,,,,,,,99.64392663,6,14.96,99.64392663,1,-5,,,
,,,98.4822982,,,1,,,10.64,,,2.39E-01,,,,,,,,,,,,,,,99.6439147,6,3.869422222,99.6439147,1,-5,,,
,,,98.48246381,,,1,,,12.52,,,2.59E-01,,,,,,,,,,,,,,,99.64388978,6,0,99.64388978,0,-6,,,
,,,98.48260704,,,1,,,13.28,,,1.37E-01,,,,,,,,,,,,,,,99.64385477,6,0,99.64385477,0,-6,,,
,,,98.48275337,,,1,,,14.08,,,1.37E-01,,,,,,,,,,,,,,,99.64381894,6,0,99.64381894,0,-6,,,
,,,98.48290663,,,1,,,14.92,,,3.41E-01,,,,,,,,,,,,,,,99.6438183,5,0,99.6438183,0,-5,,,
,,,98.48307497,,,1,,,16,,,3.41E-01,,,,,,,,,,,,,,,99.64377424,5,0,99.64377424,0,-5,,,
,,,98.48333472,,,1,,,17.8,,,3.94E-01,,,,,,,,,,,,,,,99.64375015,5,0,99.64375015,0,-5,,,
,,,98.48351813,,,1,,,18.68,,,3.18E-01,,,,,,,,,,,,,,,99.64396307,5,0,99.64396307,0,-5,,,
,,,98.48371834,,,1,,,19.68,,,3.27E-01,,,,,,,,,,,,,,,99.64393642,5,0,99.64393642,0,-5,,,
,,,98.48391684,,,1,,,20.4,,,4.62E-01,,,,,,,,,,,,,,,99.64395509,5,1.96,99.64395509,1,-4,,,
,,,98.48412037,,,1,,,21.24,,,3.54E-01,,,,,,,,,,,,,,,99.64396253,5,5.64,99.64396253,1,-4,,,
,,,98.48445839,,,1,,,22.84,,,3.08E-01,,,,,,,,,,,,,,,99.64397369,4,7.6,99.64397369,1,-3,,,
,,,98.48469029,,,1,,,23.68,,,5.26E-01,,,,,,,,,,,,,,,99.64398964,4,10.28,99.64398964,1,-3,,,
,,,98.48493031,,,1,,,24.68,,,5.49E-01,,,,,,,,,,,,,,,99.64406256,4,17.84,99.64406256,1,-3,,,
,,,98.48516721,,,1,,,25.4,,,5.91E-01,,,,,,,,,,,,,,,99.64430358,4,37.2,99.64430358,2,-2,,,
,,,98.48541405,,,1,,,26.04,,,4.97E-01,,,,,,,,,,,,,,,99.64451656,4,56.92,99.64451656,3,-1,,,
,,,98.48583357,,,1,,,27.68,,,4.82E-01,,,,,,,,,,,,,,,99.64486739,4,87.08,99.64486739,4,0,,,
,,,98.48609862,,,1,,,28.32,,,6.69E-01,,,,,,,,,,,,,,,99.633997,4,98.52,99.633997,5,1,,,
,,,98.48637034,,,1,,,29.08,,,5.42E-01,,,,,,,,,,,,,,,99.61843633,4,101.24,99.61843633,5,1,,,
,,,98.48665374,,,1,,,29.96,,,7.32E-01,,,,,,,,,,,,,,,99.59284798,4,97.04,99.59284798,5,1,,,
,,,98.48694041,,,1,,,30.8,,,7.32E-01,,,,,,,,,,,,,,,99.58101173,4,93.19532094,99.58101173,5,1,,,
,,,98.48740211,,,1,,,31.72,,,7.63E-01,,,,,,,,,,,,,,,99.58038765,4,89.71643577,99.58038765,4,0,,,
,,,98.48771694,,,1,,,32.6,,,7.90E-01,,,,,,,,,,,,,,,99.58063103,4,88.28,99.58063103,4,0,,,
,,,98.48802139,,,1,,,33.2,,,6.49E-01,,,,,,,,,,,,,,,99.58062966,4,72.4,99.58062966,4,0,,,
,,,98.48819201,,,1,,,32.88,,,5.71E-01,,,,,,,,,,,,,,,99.58064213,15,46.47859906,99.58064213,3,-12,,,
,,,98.48793527,,,1,,,33.4,,,4.60E-01,,,,,,,,,,,,,,,99.58069709,15,32.46991667,99.58069709,2,-13,,,
,,,98.48795417,,,1,,,32.68,,,9.10E-01,,,,,,,,,,,,,,,99.580958,15,27.98392267,99.580958,2,-13,,,
,,,98.48767093,,,1,,,31.92,,,9.34E-01,,,,,,,,,,,,,,,99.5815772,15,49.473048,99.5815772,3,-12,,,
,,,98.48648883,,,1,,,31.28,,,9.34E-01,,,,,,,,,,,,,,,99.58202547,15,78.775968,99.58202547,4,-11,,,
,,,98.48563,,,1,,,29.96,,,9.85E-01,,,,,,,,,,,,,,,99.58255159,15,109.8847437,99.58255159,5,-10,,,
,,,98.48423404,,,1,,,30.11263,,,9.85E-01,,,,,,,,,,,,,,,99.58300555,15,131.4375944,99.58300555,6,-9,,,
,,,98.48139386,,,3,,,29.95033111,,,6.29E-01,,,,,,,,,,,,,,,99.58354733,14,139.36,99.58354733,7,-7,,,
,,,98.4818955,,,3,,,32.92228333,,,6.82E-01,,,,,,,,,,,,,,,99.58400022,14,140.8,99.58400022,7,-7,,,
,,,98.48255558,,,3,,,37.318705,,,5.64E-01,,,,,,,,,,,,,,,99.58445044,14,142.8,99.58445044,7,-7,,,
,,,98.4829798,,,3,,,40.862348,,,5.12E-01,,,,,,,,,,,,,,,99.58487924,14,136.1614658,99.58487924,6,-8,,,
