,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,27.77197648,247.25448,266.15,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,1723,12012,9468,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,#REF!,#REF!,0.75,73,76
8430,29.72216342,74.117496,98.55793389,2,9,16,5.712264444,175.225,172.925,5.82E-01,0.6193043371,0.3941732347,1,10,8,1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8436,29.73667042,74.13010778,98.5587768,2,9,16,6.2,169.85,174.1428571,2.67E-01,0.5838561417,0.3920088808,1,10,8,1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8442,29.74391226,74.14239484,98.55963034,2,9,16,3,174.3,180.275,4.39E-01,0.667197737,0.3725078913,1,10,8,1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8448,29.74379722,74.15657122,98.56053385,1,9,16,2.049121905,171.5294978,186.0785714,4.21E-04,0.7007526614,0.3879342225,1,10,8,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8454,29.74455658,74.14892595,98.55969449,1,9,16,2.058888889,180.5,186.425,3.45E-01,0.645709042,0.4208898499,1,10,8,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8460,29.74868973,74.15384768,98.56084926,1,9,16,2.183333333,185.4035714,189.725,3.88E-01,0.6834504313,0.3864949726,1,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8466,29.76876608,74.1283266,98.55936831,1,9,16,4.85,187.025,195.475,5.88E-01,0.6751919455,0.4192145139,1,11,9,0,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8472,29.77748148,74.13554269,98.56033175,2,9,16,5.771428571,190.6,195.95,8.49E-01,0.6951422757,0.4192902586,1,11,9,1,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8478,29.77726196,74.15168544,98.56144887,1,9,16,5.337032593,195.775,196.375,8.52E-01,0.7506479399,0.4345833869,1,11,9,0,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8484,29.77704244,74.15923943,98.56228165,1,9,16,5.2338,193.3571797,191.85,9.48E-01,0.740726219,0.4213591982,1,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8490,29.7773861,74.15112261,98.56285254,1,9,16,5.212995556,195.475,191.275,7.86E-01,0.7527446073,0.4216703509,1,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8496,29.7773861,74.15686217,98.56295831,0,9,16,5.168355556,190.975,187.375,0.00E+00,0.7673554373,0.4229539619,1,11,8,-1,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8502,29.77500193,74.13468947,98.56428153,0,9,16,4.8632,192.2,187.25,0.00E+00,0.7766472483,0.4426365259,1,11,8,-1,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8508,29.77039469,74.12572778,98.56536634,1,9,16,2.488853269,185.7678571,181.325,8.25E-01,0.7580378963,0.419191835,1,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8514,29.76316703,74.12338393,98.56619428,1,9,16,4.281679623,188,178.675,8.93E-01,0.7212232661,0.412744273,1,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8520,29.72697581,74.13655361,98.56694847,1,9,16,6.696296296,180.5421092,177.6,8.51E-01,0.7170496489,0.3810901483,1,10,8,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8526,29.72706529,74.14126601,98.56790463,0,9,16,6.696296296,180.325,171.3,0.00E+00,0.7143616114,0.3877855376,1,10,8,-1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8532,29.72715467,74.15790376,98.56876885,0,10,16,6.696296296,179.1088222,177.4,0.00E+00,0.60129933,0.3990103267,1,10,8,-1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8538,29.72009829,74.16711605,98.56994342,0,10,16,8.658627193,174.5305088,170.875,0.00E+00,0.6328181867,0.378684007,2,10,8,-2,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8544,29.78248546,74.18533924,98.57112695,2,10,16,12.2,180.9678571,175.825,2.76E-04,0.6112517707,0.3887974083,2,10,8,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8550,29.81071492,74.19694316,98.57190316,3,10,16,12.68888889,172.6218583,171.85,1.17E-01,0.5983760521,0.4111420898,2,10,8,1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,0.85,,
8556,29.78800472,74.21534543,98.57301238,3,10,16,13.22349206,175.4186189,175.6991376,1.58E-01,0.6093575264,0.3830674673,2,10,8,1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8562,29.74603671,74.22343518,98.57350915,3,10,16,16.39279743,172.5692429,173.025,2.77E-01,0.6221991004,0.3742353429,3,10,8,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8568,29.74837607,74.2316723,98.57420088,3,10,16,15.52912937,175.7494533,181.775,3.88E-01,0.6119445581,0.3517832837,3,10,8,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8574,29.74953992,74.24626117,98.57502541,3,10,16,17.417574,173,182.55,5.71E-01,0.5758438263,0.4030613313,3,10,8,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8580,29.75049207,74.25881473,98.57608236,3,10,16,12.6251619,178.1739016,190.725,5.56E-01,0.5912368096,0.3933822996,2,10,8,1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8586,29.75035078,74.24793236,98.57724792,3,10,16,9.783204444,181.675,190.025,6.18E-01,0.6015366009,0.399521369,2,10,8,1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8592,29.75020961,74.25962947,98.57796329,3,10,16,5.825989333,189.975,201.3,8.11E-01,0.6321492781,0.4097094854,1,11,9,2,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8598,29.75043601,74.27478923,98.57901317,3,10,16,3.388143333,192.7,194.4280257,8.34E-01,0.6733648831,0.4493277796,1,11,8,2,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8604,29.75043601,74.28425321,98.57981634,3,10,16,1.37098,202.175,189.075,1.00E+00,0.6528828668,0.4327620892,1,11,8,2,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8610,29.75043601,74.30186784,98.58089254,1,10,16,0.04951555556,193.4,175.4,8.11E-01,0.6434221337,0.4142414779,1,11,8,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8616,29.80320368,74.31653735,98.58177506,0,10,16,0.75,190.025,166.475,0.00E+00,0.6744287035,0.387570096,1,11,7,-1,-1,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8622,29.83007358,74.33159845,98.58261287,2,10,16,0.6067918529,176.45,180.35,9.89E-01,0.6493274714,0.3767660279,1,10,8,1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8628,29.85381203,74.34980013,98.58362317,3,10,16,2.725800565,165.925,188.25,9.43E-01,0.6214926588,0.3423205362,1,10,8,2,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8634,29.86651544,74.34465472,98.57873608,3,10,16,8.842035536,165.833859,178.4,8.98E-01,0.6189234884,0.387276687,2,10,8,1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8640,29.8458196,74.27723385,98.57441217,1,10,16,15.30216485,185.2553913,171.45,7.65E-01,0.5868345732,0.4110490327,3,11,8,-2,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8646,29.90865028,74.2886255,98.57511789,0,10,16,18.12579455,177.875,166.35,0.00E+00,0.637922052,0.3928797796,3,10,7,-3,0,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8652,29.9314456,74.29954098,98.57568867,0,10,16,24.28315889,170.85,174.475,0.00E+00,0.6214784685,0.383445056,4,10,8,-4,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8658,29.93992571,74.30985995,98.57655538,0,10,16,24.40740741,161.4030406,175.175,0.00E+00,0.6011106648,0.3647589192,4,9,8,-4,1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8664,29.95262185,74.28804697,98.56488465,2,10,16,22.70342356,171.6,158.775,2.95E-01,0.6253354742,0.3943105103,4,10,7,-2,0,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8670,29.96294343,74.29841118,98.56599921,2,10,16,19.92551733,175.3,153.15,2.51E-01,0.5358371248,0.3768638708,3,10,7,-1,0,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8676,29.89899655,74.303395,98.56690665,2,10,16,17.11113439,168.975,166.5,3.12E-01,0.6239250115,0.3641263299,3,10,7,-1,0,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8682,29.88155705,74.30802126,98.56722439,2,10,16,18.325,152.8671351,177.975,3.56E-01,0.5873700831,0.3495731645,3,9,8,-1,1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8688,29.89236084,74.33015906,98.56829295,2,10,16,11.38786921,166.45,189.475,3.15E-01,0.5357644012,0.3605578838,2,10,8,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8694,29.89247963,74.34556457,98.56937746,2,10,16,9.137222222,178.2309473,191.075,3.70E-01,0.574140669,0.4051031135,2,10,8,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8700,29.89289643,74.31425405,98.56963476,2,9,16,8.699941111,189.7846296,177.65,5.84E-01,0.6125536282,0.3936256304,2,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8706,29.89262945,74.31447543,98.57052292,2,9,16,8.785895873,190.675,177.925,7.01E-01,0.6496918234,0.3984769526,2,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8712,29.89567151,74.32694763,98.57135138,2,9,16,7.847804444,180.8,181.2994925,8.61E-01,0.6635689991,0.4111361887,2,10,8,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8718,29.89658228,74.34208806,98.57222321,2,9,16,0.975,178.1,196.3204275,9.10E-01,0.715389389,0.3846973555,1,10,9,1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8724,29.89962152,74.34606282,98.57304429,2,9,16,0.225,180.35,199.55,8.03E-01,0.6549901772,0.4350448879,1,10,9,1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8730,29.90053225,74.33000167,98.57173408,0,9,16,0.25,174.5555727,183.65,0.00E+00,0.6556099471,0.4283178084,1,10,8,-1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8736,29.92873675,74.24855105,98.56615348,0,9,16,0.8,193.075,184.925,0.00E+00,0.7428556495,0.4271934529,1,11,8,-1,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8742,29.95053428,74.22995072,98.56700601,2,9,16,2.519973518,185.5,193.2,8.97E-01,0.6719122632,0.4302219172,1,11,8,1,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8748,29.97000335,74.2409548,98.56777093,2,9,16,4.2,185.275,187.5255625,7.67E-01,0.7407292513,0.4356039952,1,11,8,1,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8754,29.89666846,74.25013772,98.56873329,2,9,16,10.54096052,190.575,194.078981,8.21E-01,0.6688694175,0.4184267622,2,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8760,29.89674739,74.26171461,98.56952406,0,9,16,10.65529185,185.8233232,169.825,0.00E+00,0.6780040594,0.4116491756,2,11,7,-2,-2,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8766,29.8968263,74.25623031,98.57023664,0,9,16,10.61978578,190.6,169.025,0.00E+00,0.7591457056,0.3946885071,2,11,7,-2,-2,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8772,29.89688355,74.23671782,98.57133652,0,9,16,11.27788104,187.55,172.6,0.00E+00,0.7502843864,0.3844668813,2,11,8,-2,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8778,29.89688355,74.25364099,98.57200315,0,9,16,10.16871704,172.75,164.1,0.00E+00,0.7113492916,0.3646173011,2,10,7,-2,-1,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8784,29.89688355,74.26363344,98.57279673,0,9,16,9.716773333,171.375,178.325,0.00E+00,0.6935725298,0.3843748925,2,10,8,-2,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8790,29.89688355,74.27871675,98.57369872,0,9,16,2.29992,165.65,189.35,0.00E+00,0.6678200361,0.3813257134,1,10,8,-1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8796,29.89688355,74.28727223,98.57475896,0,9,16,0,175.875,171.05,0.00E+00,0.6519658689,0.3792127689,0,10,8,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8802,29.89688355,74.24900362,98.56885827,0,9,16,0,186.475,171.35,0.00E+00,0.6478446806,0.3751344781,0,11,8,0,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8808,29.89688355,74.25678892,98.56945357,1,9,16,0,174.1,165.375,3.41E-04,0.7029119936,0.3803360871,0,10,7,1,-1,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8814,29.90186197,74.27180834,98.57030501,1,9,16,0.86968,171.325,167.225,3.99E-04,0.6926621097,0.3889119608,1,10,7,0,-1,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8820,29.87048756,74.2833492,98.57106718,1,9,16,3.42176,165.55,169.15,1.20E-01,0.6825821576,0.3725190545,1,10,7,0,-1,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8826,29.88169092,74.29246553,98.57167498,1,9,16,3.934736508,166.45,169.475,1.39E-01,0.6170261824,0.3900857131,1,10,7,0,-1,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8832,29.88609605,74.29444771,98.57283227,1,9,16,4.50923,168.0607143,156.4,1.57E-01,0.6287793382,0.3822465093,1,10,7,0,-1,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8838,29.88586895,74.28034617,98.57405687,1,9,16,4.714285714,170.4,166.225,3.56E-01,0.6534282325,0.3445180387,1,10,7,0,-1,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8844,29.8916975,74.2789955,98.57469069,1,9,16,4.87526,156,161.475,3.51E-01,0.6556274233,0.3522110318,1,9,7,0,0,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8850,29.89260668,74.26832483,98.57576989,1,9,16,5.014413889,163.975,170.8,6.42E-01,0.6382591537,0.3701420829,1,9,8,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8856,29.89689674,74.27710427,98.57634813,1,9,16,2.142857143,162.525,182.275,7.16E-01,0.6553290468,0.364349776,1,9,8,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8862,29.90744475,74.29181918,98.57738829,1,9,16,1.675,172.9142857,189.75,6.35E-01,0.6084373414,0.4177638567,1,10,8,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8868,29.91686276,74.2807071,98.57770835,0,9,16,0.95,180.95,180.375,0.00E+00,0.6595241434,0.4005260653,1,10,8,-1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8874,29.91871884,74.22986433,98.56935197,0,9,15,0.9,184.475,174.193426,0.00E+00,0.6521820394,0.412226302,1,11,8,-1,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8880,29.92246583,74.22625457,98.57011025,0,9,15,0.875,181,166.8685956,0.00E+00,0.7014205151,0.4080038943,1,10,7,-1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8886,29.92621322,74.23460231,98.57061009,0,9,15,1.057142857,177.925,178.675,0.00E+00,0.7261562547,0.3979533868,1,10,8,-1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8892,29.89507609,74.24821289,98.57129486,1,9,15,5.725,166.525,168.25,1.00E+00,0.7080008438,0.4152580721,1,10,7,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8898,29.89485664,74.25885202,98.57236023,0,9,15,5.688697143,178.825,155.125,0.00E+00,0.6912651872,0.4126978833,1,10,7,-1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8904,29.89536486,74.26814208,98.57323193,0,9,15,7.1,169.675,161.25,0.00E+00,0.6491375523,0.3626405665,1,10,7,-1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8910,29.94619288,74.2814745,98.57416446,0,9,15,8.95,162.375,161.2,0.00E+00,0.6555702753,0.3495661128,2,9,7,-2,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8916,30.09922109,74.27159557,98.57473189,0,9,15,12.875,160.375,188.675,0.00E+00,0.6505621701,0.3932053981,2,9,8,-2,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8922,30.11137154,74.27306474,98.57484883,0,9,15,13.1,162.8571429,190.625,0.00E+00,0.6242229069,0.4205382128,2,9,8,-2,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8928,30.11135612,74.23798291,98.56585413,1,9,15,11.275,179.9928571,184.75,3.27E-01,0.6553364419,0.443915879,2,10,8,-1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8934,30.11126291,74.20401298,98.56684538,1,9,15,8.218442751,192.425,200.9428571,2.98E-01,0.6568706109,0.4636793377,2,11,9,-1,-2,6,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8940,30.11116973,74.21833341,98.56769541,1,9,15,6.933333333,184.025,198.475,3.45E-01,0.6979721598,0.4809220727,1,11,9,0,-2,6,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8946,30.11126634,74.22851639,98.56523838,1,9,15,5.332017778,190.7187778,181.525,4.75E-01,0.7656598928,0.4468783109,1,11,8,0,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8952,30.11126634,74.17994909,98.56113185,1,9,15,3.306177778,197.6,171.275,5.31E-01,0.7207248448,0.4334265477,1,11,8,0,-2,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8958,30.11126634,74.1871986,98.56156147,1,9,15,0.4403533333,181.775,165.9435636,6.51E-01,0.7231645942,0.4283006254,1,10,7,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8964,30.11126634,74.20004193,98.56238139,1,9,15,0,178.75,188.825,5.64E-01,0.7184334844,0.4004796645,0,10,8,1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8970,30.16166393,74.20247447,98.56321546,2,10,15,1.300128,170.7642857,186.15,3.88E-01,0.6948463184,0.4040472314,1,10,8,1,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8976,30.1617765,74.18344971,98.55615734,2,10,15,1.32,178.7527511,169.825,4.68E-01,0.6338767213,0.4116220492,1,10,7,1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8982,30.13895148,74.1533027,98.55474783,2,10,15,4.02037037,183.723616,168.9,5.57E-01,0.6016795515,0.4394184665,1,11,7,1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8988,30.13905108,74.17928831,98.55562448,1,10,15,4.082222222,177.8868756,184.35,2.06E-01,0.5912797912,0.4142628811,1,10,8,0,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
8994,30.13915061,74.1891593,98.55641967,1,10,15,4.175,166.9482444,191.2117326,4.21E-01,0.5529862901,0.4148077998,1,10,8,0,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9000,30.14519283,74.19789887,98.55738996,1,10,15,4.435019198,182.0428405,184.15,4.68E-01,0.6089390985,0.4161288934,1,10,8,0,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9006,30.12775581,74.20299118,98.55435221,2,10,15,9.998080838,185.4531711,169.575,7.35E-01,0.6128669877,0.4282844587,2,11,7,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9012,30.13128319,74.19098592,98.55490554,2,10,15,11.2629837,184.842975,172.425,7.87E-01,0.6385141295,0.4072994393,2,11,8,0,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9018,30.1311826,74.20934882,98.55592445,1,10,15,7.081481481,171.525,178.725,8.46E-01,0.6180040847,0.4085413701,1,10,8,0,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9024,30.13125578,74.22087454,98.5567667,1,10,15,7.081481481,171.85,184.975,9.72E-01,0.587922094,0.4069781143,1,10,8,0,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9030,30.13125578,74.22984767,98.55745931,1,10,15,7.081481481,177.4,184.95,9.99E-01,0.6145348114,0.4382395752,1,10,8,0,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9036,30.13125578,74.24475212,98.5584443,0,10,15,8.995466667,188.275,178.55,0.00E+00,0.639633824,0.4157232669,2,11,8,-2,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9042,30.12991206,74.26207392,98.55923758,0,10,15,5.115875556,185.7944935,183.85,0.00E+00,0.6416436539,0.4068401426,1,11,8,-1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9048,30.12346636,74.28138713,98.56027971,1,10,15,3.177212089,182.15,177.1,1.00E+00,0.6351960152,0.4240101953,1,10,8,0,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9054,30.08647611,74.29762343,98.56138202,1,10,15,6.533323202,184.775,168.75,8.74E-01,0.6249912941,0.4217326509,1,11,7,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9060,30.08655056,74.31058882,98.56206718,1,10,15,6.962962963,177.825,157.575,8.74E-01,0.6518015121,0.4174302736,1,10,7,0,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9066,30.086625,74.32078366,98.56271079,0,10,15,6.962962963,171.825,157.2785714,0.00E+00,0.6484337435,0.4002925567,1,10,7,-1,0,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9072,30.08669941,74.33497132,98.56338546,0,10,15,6.962962963,157.65,159.45,0.00E+00,0.5661583015,0.3815750493,1,9,7,-1,1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9078,30.1179833,74.35160043,98.56440983,0,10,15,9.377578834,155.5,152.825,0.00E+00,0.5602835831,0.3617059122,2,9,7,-2,1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9084,30.15691393,74.35550025,98.56541047,2,10,15,10.835066,157.45,161.025,2.52E-04,0.5650278314,0.3669453292,2,9,7,0,1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9090,30.17016044,74.36837223,98.56611425,3,10,15,12.51689968,151.45,162.975,1.44E-01,0.5699847036,0.3891930282,2,9,7,1,1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9096,30.09580933,74.36602514,98.56651908,3,10,15,16.16929937,157.5285714,180.675,2.18E-01,0.5530344443,0.3643408224,3,9,8,0,1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9102,30.03932878,74.35843499,98.56717282,3,10,15,20.61730577,163.45,178.525,3.18E-01,0.5112999046,0.4127675205,3,9,8,0,1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9108,30.0357131,74.35084363,98.56767089,3,9,15,20.12578596,178.8507041,174.725,3.30E-01,0.5992205619,0.4357398428,3,10,8,0,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9114,30.0439789,74.35804912,98.5684167,3,9,15,20.27139682,178.2447793,168.775,4.86E-01,0.6215713685,0.4269273047,3,10,7,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9120,30.05495778,74.37212821,98.56934044,3,9,15,19.25912889,178.125,162.95,5.70E-01,0.6598076776,0.4135838076,3,10,7,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9126,30.06776234,74.38825846,98.57004492,3,9,15,17.35,167.55,163.975,5.65E-01,0.6545953719,0.3949617802,3,10,7,0,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9132,30.07028996,74.39856801,98.57069731,3,9,15,12.825,163.725,173.5243838,8.27E-01,0.6387424783,0.400014266,2,9,8,1,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9138,30.07036773,74.39408407,98.57113435,3,9,15,2.038144444,164.475,171.35,8.57E-01,0.678302861,0.3959218802,1,9,8,2,0,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9144,30.07364291,74.39679537,98.57196608,3,9,15,1.110346667,174.075,184.475,9.37E-01,0.6323055646,0.3775706472,1,10,8,2,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9150,30.07416734,74.40943139,98.57306121,2,9,15,0.8968319048,170.4357143,178.9,1.00E+00,0.6920076831,0.4343592985,1,10,8,1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9156,30.08567292,74.40129579,98.57308356,1,9,15,1.143308889,182.2035714,181.5,1.00E+00,0.6564833198,0.4283935198,1,10,8,0,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9162,30.09318879,74.4025406,98.57369182,2,9,15,1.328629386,177.25,187.225,9.30E-01,0.5994282049,0.4429813274,1,10,8,1,-1,7,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9168,30.15900056,74.4131875,98.57435511,3,9,15,5.983949841,179.775,168.825,7.56E-01,0.7379548207,0.4470042644,1,10,7,2,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9174,30.11708149,74.41826171,98.57497899,3,9,15,9.259191111,188.625,160.225535,8.84E-01,0.6574964896,0.4221026531,2,11,7,1,-2,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9180,30.16872914,74.42788903,98.57571231,1,9,15,14.67376071,172.175,155.35,8.58E-01,0.6710644981,0.4035888438,2,10,7,-1,-1,8,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
9186,30.25969928,74.44294317,98.57627221,0,9,15,19.17720691,159.625,141.325,0.00E+00,0.6772939431,0.3341849353,3,9,6,-3,0,9,97,7,,,,,,,,,,,#DIV/0!,#DIV/0!,,,
