,,,,,,,152.08,154.6,155.52,,,,,,,,,,,,,,,,7,7,7,,,,,,
1626,2022-09-14 07:17:59,3.814838522,0.1895045879,0.03814838522,0.02006651138,2022-09-14 07:17:59,10.64,0,0,0,2022-09-14 07:17:59,7,2022-09-14 07:17:59,97.83189908,99.55318425,99.92799026,98,2022-09-14 07:17:59,141480,2022-09-14 07:17:59,120084,2022-09-14 07:17:59,NaN,65.0599355,1,0,0,150,0.65,0,1,0,0
1632,2022-09-14 07:18:05,1.215455117,0.05093760416,0.01215455117,0.005916797071,2022-09-14 07:18:05,0.76,0,0,0,2022-09-14 07:18:05,7,2022-09-14 07:18:05,97.83218005,99.55337733,99.92798393,98,2022-09-14 07:18:05,141840,2022-09-14 07:18:05,120084,2022-09-14 07:18:05,NaN,65.0599355,1,0,0,150,0.65,0,1,0,0
1638,2022-09-14 07:18:11,0.1408680713,0.02299808397,0.001408680713,0.001971513043,2022-09-14 07:18:11,0,0,0,0,2022-09-14 07:18:11,7,2022-09-14 07:18:11,97.83217326,99.5530849,99.92792764,98,2022-09-14 07:18:11,142200,2022-09-14 07:18:11,120084,2022-09-14 07:18:11,NaN,65.0599355,0,0,0,150,0.65,0,0,0,0
1644,2022-09-14 07:18:17,0.1465581996,0.004345579104,0.001465581996,0.001868987645,2022-09-14 07:18:17,0,0,0,0,2022-09-14 07:18:17,7,2022-09-14 07:18:17,97.83126711,99.55308383,99.92799313,98,2022-09-14 07:18:17,142560,2022-09-14 07:18:17,120084,2022-09-14 07:18:17,NaN,65.0599355,0,0,0,150,0.65,0,0,0,0
1650,2022-09-14 07:18:23,0.1764983881,0.002033926687,0.001764983881,0.001959753852,2022-09-14 07:18:23,0,0,0,0,2022-09-14 07:18:23,7,2022-09-14 07:18:23,97.83191232,99.5529075,99.92799018,98,2022-09-14 07:18:23,142920,2022-09-14 07:18:23,120084,2022-09-14 07:18:23,NaN,65.0599355,0,0,0,150,0.65,0,0,0,0
1656,2022-09-14 07:18:29,0.1724069708,0.001741942589,0.001724069708,0.001459955396,2022-09-14 07:18:29,0,0,0,0,2022-09-14 07:18:29,7,2022-09-14 07:18:29,97.83142505,99.55347234,99.92798996,98,2022-09-14 07:18:29,143640,2022-09-14 07:18:29,120084,2022-09-14 07:18:29,NaN,65.0599355,0,0,0,150,0.65,0,0,0,0
1662,2022-09-14 07:18:35,0.147435756,0.001469297557,0.00147435756,0.001870404009,2022-09-14 07:18:35,0,0,0,0,2022-09-14 07:18:35,7,2022-09-14 07:18:35,97.83217716,99.55337334,99.92798371,98,2022-09-14 07:18:35,144000,2022-09-14 07:18:35,120084,2022-09-14 07:18:35,NaN,65.0599355,0,0,0,150,0.65,0,0,0,0
1668,2022-09-14 07:18:41,0.1729035999,0.001487141714,0.001729035999,0.001723843501,2022-09-14 07:18:41,0,0,0.04,1,2022-09-14 07:18:41,7,2022-09-14 07:18:41,97.83216573,99.55308608,99.92792888,98,2022-09-14 07:18:41,145080,2022-09-14 07:18:41,120093,2022-09-14 07:18:41,436.1401593,65.0599355,0,0,1,150,0.65,0,0,0,1
1674,2022-09-14 07:18:47,0.1397929829,0.001567959061,0.001397929829,0.001669426475,2022-09-14 07:18:47,0,1.6,2.88,0.4444444444,2022-09-14 07:18:47,7,2022-09-14 07:18:47,97.83127422,99.55319453,99.92802689,98,2022-09-14 07:18:47,145440,2022-09-14 07:18:47,120175,2022-09-14 07:18:47,483.7531959,65.0599355,0,1,1,150,0.65,1.598227736,0,1,1
1680,2022-09-14 07:18:53,0.8606854249,0.001714458192,0.008606854249,0.003564495352,2022-09-14 07:18:53,0.28,6.48,7.84,0.1734693878,2022-09-14 07:18:53,7,2022-09-14 07:18:53,97.83197527,99.55343442,99.92809458,98,2022-09-14 07:18:53,145800,2022-09-14 07:18:53,120258,2022-09-14 07:18:53,495.1686954,65.0599355,1,1,1,150,0.65,6.472822331,1,1,1
1686,2022-09-14 07:18:59,2.020023099,0.005097386416,0.02020023099,0.01157185971,2022-09-14 07:18:59,4.2,8.92,8.76,-0.01826484018,2022-09-14 07:18:59,7,2022-09-14 07:18:59,97.83310478,99.5542159,99.9281098,98,2022-09-14 07:18:59,146520,2022-09-14 07:18:59,120282,2022-09-14 07:18:59,493.6480905,65.0599355,1,1,1,150,0.65,8.910119628,1,1,1
1692,2022-09-14 07:19:05,2.743835772,0.008551983541,0.02743835772,0.02429793578,2022-09-14 07:19:05,8.12,13,13.32,0.02402402402,2022-09-14 07:19:05,7,2022-09-14 07:19:05,97.83559539,99.55445237,99.9281458,98,2022-09-14 07:19:05,146880,2022-09-14 07:19:05,120397,2022-09-14 07:19:05,483.6280127,65.0599355,1,1,1,150,0.65,12.98560035,1,1,1
1698,2022-09-14 07:19:11,3.022425873,0.02460156517,0.03022425873,0.0280112682,2022-09-14 07:19:11,9,25.8,25.12,-0.02707006369,2022-09-14 07:19:11,7,2022-09-14 07:19:11,97.83596701,99.55531729,99.92828188,98,2022-09-14 07:19:11,147240,2022-09-14 07:19:11,120790,2022-09-14 07:19:11,472.3906874,65.0599355,1,2,2,150,0.65,25.77142224,1,2,2
1704,2022-09-14 07:19:17,3.192030042,0.03933155181,0.03192030042,0.05939198272,2022-09-14 07:19:17,16.6,41.44,45.96,0.09834638816,2022-09-14 07:19:17,7,2022-09-14 07:19:17,97.83802676,99.55698998,99.9286826,98,2022-09-14 07:19:17,147600,2022-09-14 07:19:17,121526,2022-09-14 07:19:17,468.9582816,65.0599355,1,2,2,150,0.65,41.39409836,1,2,2
1710,2022-09-14 07:19:23,15.97708164,0.04366274078,0.1597708164,0.08844308693,2022-09-14 07:19:23,31.68,68.96,78.16,0.1177072671,2022-09-14 07:19:23,7,2022-09-14 07:19:23,97.84641335,99.55926533,99.92912731,98,2022-09-14 07:19:23,147960,2022-09-14 07:19:23,122304,2022-09-14 07:19:23,474.3786504,65.0599355,2,3,4,150,0.65,68.88361542,2,3,4
1716,2022-09-14 07:19:29,21.84729275,0.06793803362,0.2184729275,0.1433351293,2022-09-14 07:19:29,54.96,103.84,104.96,0.01067073171,2022-09-14 07:19:29,7,2022-09-14 07:19:29,97.85709705,99.56291944,99.92802584,98,2022-09-14 07:19:29,148680,2022-09-14 07:19:29,123163,2022-09-14 07:19:29,478.7704976,65.0599355,3,5,5,150,0.65,103.7249801,3,5,5
1722,2022-09-14 07:19:35,30.94603933,0.1071869665,0.3094603933,0.2507964171,2022-09-14 07:19:35,86.52,130.64,132.4,0.01329305136,2022-09-14 07:19:35,7,2022-09-14 07:19:35,97.87046466,99.56529568,99.92851677,98,2022-09-14 07:19:35,149040,2022-09-14 07:19:35,123923,2022-09-14 07:19:35,489.4011327,65.0599355,4,6,6,150,0.65,130.4952946,4,6,6
1728,2022-09-14 07:19:41,40.08025209,0.2832632776,0.4008025209,0.2649973964,2022-09-14 07:19:41,112.04,144.88,144.12,-0.005273383292,2022-09-14 07:19:41,7,2022-09-14 07:19:41,97.86549319,99.56813774,99.92896201,98,2022-09-14 07:19:41,150120,2022-09-14 07:19:41,124878,2022-09-14 07:19:41,499.1966652,65.0599355,5,7,7,150,0.65,144.7195215,5,7,7
1734,2022-09-14 07:19:47,42.28105984,0.4537542941,0.4228105984,0.4371280669,2022-09-14 07:19:47,134.32,149.88,149.52,-0.002407704655,2022-09-14 07:19:47,7,2022-09-14 07:19:47,97.85234457,99.57056275,99.92805354,98,2022-09-14 07:19:47,150480,2022-09-14 07:19:47,125861,2022-09-14 07:19:47,508.8951636,65.0599355,6,7,7,150,0.65,149.7139832,6,7,7
1740,2022-09-14 07:19:53,52.5615195,0.5896401936,0.525615195,0.4789480637,2022-09-14 07:19:53,144.28,149.12,148.6,-0.003499327052,2022-09-14 07:19:53,7,2022-09-14 07:19:53,97.80223274,99.57305308,99.92851943,98,2022-09-14 07:19:53,150840,2022-09-14 07:19:53,126621,2022-09-14 07:19:53,513.3772507,65.0599355,7,7,7,150,0.65,148.954825,7,7,7
